,entry_id,stsd,day,vid,tablockid,blk,num_trip,num_trip_inservice,start_timestamp,end_timestamp,time_driven,miles_driven,soc_used,avg_temp,avg_speed,avg_speed_driven,max_speed,acceleration_avg,acceleration_max,acceleration_min,mile_soc,energy_used,kwh_mile,accu_ascending,accu_descending,num_peaks,weight,traffic,num_driver_id,start_rm,end_rm,odo,source,start_soc,end_soc
315,316,2025-02-28,FRIDAY,2406,82,82,10,8,1740749391,1740798165,804.449,155.933,63.6,59.567,10.1254,23.4097,47.7582,0.00950814,5.26094,-2.81314,2.45178,328.871,2.10905,766.92,-768.578,193,,,2,228.2,90.1293,6363.34,Clever,,
316,317,2025-02-28,FRIDAY,2405,13,13,17,15,1740749396,1740802958,875.8,168.36,82.0,60.0002,13.4069,20.3317,49.4184,0.0489912,6.51042,-2.95139,2.05317,406.988,2.41736,484.457,-483.303,196,,,2,197.733,51.4428,8349.1,Clever,,
317,318,2025-02-28,FRIDAY,2407,122,122,11,9,1740750782,1740808661,934.017,189.922,87.6,59.4315,13.4584,21.2335,51.4573,0.036966,4.69133,-4.07522,2.16806,398.833,2.09998,927.837,-943.424,257,,,2,209.129,,10252.3,Clever,,
318,319,2025-03-03,MONDAY,2402,11X,11X,19,17,1741007024,1741055338,793.1,169.64,73.6,56.7572,14.4638,21.4546,54.4476,0.0333815,4.34028,-2.34035,2.3049,319.625,1.88413,566.367,-632.854,192,,,2,171.067,69.5626,11861.2,Clever,,
319,320,2025-03-03,MONDAY,2406,21X,21X,20,18,1741007141,1741057423,819.383,178.296,62.0,56.7171,14.1118,21.487,54.0302,0.0253548,2.82329,-2.54574,2.87574,319.38,1.79129,572.923,-629.711,185,,,2,228.128,92.9764,6522.38,Clever,,
320,321,2025-03-03,MONDAY,2405,13,13,17,15,1741008581,1741061983,874.95,169.299,88.4,56.3494,13.9944,20.2189,57.4283,0.00992646,2.48618,-3.13001,1.91515,394.793,2.33193,487.639,-490.935,211,,,2,189.134,52.5808,8523.02,Clever,,
321,322,2025-03-03,MONDAY,2407,122,122,11,9,1741009969,1741068108,962.05,189.139,70.4,55.7172,12.4928,19.0158,44.1465,0.00509895,2.48618,-2.83787,2.68664,361.129,1.90933,952.731,-973.644,277,,,2,224.054,,10445.5,Clever,,
322,323,2025-03-04,TUESDAY,2402,11X,11X,19,17,1741093378,1741141499,784.5,170.632,50.4,57.9967,14.7008,21.7753,59.2147,-0.00671017,2.6236,-2.32154,3.38555,309.452,1.81357,546.926,-610.507,174,,,2,171.037,77.1067,12035.5,Clever,,
323,324,2025-03-04,TUESDAY,2401,21X,21X,20,18,1741093486,1741144672,834.75,175.317,61.6,57.7834,14.1423,22.2285,54.234,-0.00231569,2.59566,-2.84968,2.84605,370.303,2.11219,529.555,-583.005,185,,,2,176.502,52.0456,7781.98,Clever,,
324,325,2025-03-04,TUESDAY,2405,13,13,11,10,1741112796,1741148280,484.717,90.1267,35.6,59.0453,13.0683,20.1374,48.4378,0.0945353,2.51055,-2.82527,2.53165,219.335,2.43363,267.53,-261.882,108,,,2,196.312,118.572,8698.34,Clever,,
325,326,2025-03-04,TUESDAY,2406,43,43,10,10,1741114853,1741148220,547.317,100.386,35.2,59.4721,12.0654,18.6852,40.4571,0.0128462,2.85218,-2.68838,2.85187,217.15,2.16316,287.129,-313.634,118,,,1,223.536,139.252,6711.46,Clever,,
326,327,2025-03-05,WEDNESDAY,2402,11X,11X,19,17,1741179766,1741227471,781.55,170.15,57.2,54.1584,14.6456,20.8747,52.9525,-0.0117043,5.31929,-3.06372,2.97465,349.791,2.05578,578.074,-624.746,189,,,2,168.934,65.4336,12209.7,Clever,,
327,328,2025-03-05,WEDNESDAY,2401,21X,21X,20,18,1741180018,1741231006,836.45,179.486,64.4,54.0804,15.3097,22.7894,58.6613,-0.0176968,2.41126,-2.17014,2.78705,378.2,2.10713,564.577,-551.5,194,,,2,165.943,38.1295,7965.88,Clever,,
328,329,2025-03-05,WEDNESDAY,2407,122,122,7,6,1741182760,1741220568,624.4,119.021,43.2,54.0165,12.9484,21.5051,48.3213,-0.073312,2.48618,-4.50982,2.75511,240.249,2.01855,585.998,-595.119,169,,,2,220.458,122.17,10637.7,Clever,,
329,330,2025-03-06,THURSDAY,2402,11X,11X,19,17,1741266231,1741314044,780.417,171.011,56.4,52.3385,13.7783,21.1043,54.2243,-0.00299346,2.90393,-5.99687,3.0321,334.107,1.95372,588.737,-638.965,198,,,2,173.372,67.6758,12384.5,Clever,,
330,331,2025-03-06,THURSDAY,2401,21X,21X,20,18,1741266414,1741316457,817.85,177.836,63.2,52.1334,14.9315,21.291,63.3022,0.0436197,2.63047,-3.00811,2.81387,364.502,2.04964,569.913,-653.193,221,,,2,165.482,39.8265,8150.26,Clever,,
331,332,2025-03-06,THURSDAY,2407,122,122,11,9,1741269162,1741327064,954.601,189.313,68.0,51.1576,13.1552,21.1988,49.8359,0.0500531,2.57046,-5.24172,2.78401,380.972,2.01239,955.901,-967.657,252,,,2,219.539,,10760.5,Clever,,
332,333,2025-03-07,FRIDAY,2406,22,22,10,8,1741350172,1741399909,800.317,158.176,63.2,54.9777,12.2464,21.7532,58.5351,-0.0095471,3.6169,-2.98906,2.50279,381.078,2.4092,807.092,-800.286,207,,,2,225.996,73.1708,6816.92,Clever,,
333,334,2025-03-07,FRIDAY,2405,62,62,10,8,1741352756,1741406937,894.568,175.317,58.8,55.1395,13.3962,20.9505,43.7387,0.0286689,4.46984,-3.6169,2.98158,346.468,1.97624,865.854,-867.114,219,,,2,182.505,66.1582,8798.44,Clever,,
334,335,2025-03-07,FRIDAY,2404,122,122,1,0,1741355575,1741355926,5.85,0.0,0.4,49.17,0.0,,0.0,0.0,0.0,0.0,0.0,1.56922,,0.0,0.0,0,,,1,187.031,186.218,7189.74,Clever,,
335,336,2025-03-07,FRIDAY,2402,92,92,5,4,1741382814,1741406505,394.4,78.5476,30.0,57.4263,12.9293,20.2616,46.6999,-0.0524468,4.40604,-4.30663,2.61825,185.345,2.35966,385.595,-397.944,116,,,1,186.955,127.255,12570.1,Clever,,
336,337,2025-03-10,MONDAY,2402,22,22,10,8,1741605783,1741655581,820.883,160.802,56.4,58.3732,11.4111,18.3297,42.593,0.0166431,2.26878,-2.33707,2.85109,336.783,2.0944,804.448,-780.281,205,,,2,194.253,81.6654,12652.2,Clever,,
337,338,2025-03-10,MONDAY,2405,11X,11X,19,17,1741608174,1741656590,790.783,169.075,50.8,59.2832,13.228,21.2003,56.6321,-0.000545459,3.48445,-7.67895,3.32825,301.71,1.78448,548.905,-595.026,186,,,2,188.275,86.0685,8977.8,Clever,,
338,339,2025-03-10,MONDAY,2407,21X,21X,20,18,1741608241,1741658136,813.75,179.61,55.6,59.249,14.7549,22.3019,64.0983,-0.0357464,2.52832,-7.5,3.2304,338.851,1.88659,601.627,-670.455,196,,,2,209.432,72.8459,10954.1,Clever,,
339,340,2025-03-10,MONDAY,2406,15,15,2,1,1741610041,1741613212,51.7834,5.39039,3.2,51.1283,11.7738,26.2422,45.2533,-0.0399707,0.553173,-1.47569,1.6845,19.9069,3.69303,40.5099,-23.9339,2,,,1,225.9,209.098,6980.42,Clever,,
340,341,2025-03-11,TUESDAY,2402,22,22,7,6,1741692169,1741726198,561.484,109.799,38.0,55.2782,11.1974,17.2861,38.3502,-0.0106956,3.97583,-2.33707,2.88946,226.127,2.05945,534.265,-536.61,162,,,1,191.081,117.246,12815.7,Clever,,
341,342,2025-03-11,TUESDAY,2402,12,12,1,1,1741730150,1741730150,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,0,,,1,,,12932.7,Clever,,
342,343,2025-03-11,TUESDAY,2402,21X,21X,4,3,1741738359,1741745028,107.783,26.1411,8.4,58.6904,15.2357,22.2373,55.3409,0.078072,1.8541,-5.04032,3.11203,45.7004,1.74822,67.5736,-79.1196,18,,,1,97.17,80.3058,12950.1,Clever,,
343,344,2025-03-11,TUESDAY,2405,11X,11X,19,17,1741694557,1741742455,784.367,169.591,45.2,56.5852,13.563,21.4275,56.137,-0.0225135,3.98399,-2.60417,3.75201,282.049,1.66312,564.024,-624.483,182,,,1,166.288,72.1625,9151.56,Clever,,
344,345,2025-03-11,TUESDAY,2407,21X,21X,17,16,1741695001,1741737945,699.5,154.426,50.0,56.3069,13.5521,20.2789,58.1176,-0.00333301,5.73052,-4.77099,3.08853,298.393,1.93227,511.794,-570.882,149,,,2,161.172,39.6971,11139.1,Clever,,
345,346,2025-03-11,TUESDAY,2403,13,13,15,13,1741700386,1741750013,811.483,154.091,60.8,57.0284,13.3696,20.9366,50.6514,0.0021231,5.69059,-5.01845,2.53439,366.612,2.3792,443.756,-442.311,174,,,2,,,5232.29,Clever,,
346,347,2025-03-12,WEDNESDAY,2402,22,22,6,5,1741778692,1741827582,525.884,103.822,32.8,58.7163,11.7652,17.9484,43.6513,0.0276266,4.44044,-2.69258,3.1653,185.881,1.79039,534.693,-497.141,117,,,2,195.946,95.1483,12977.8,Clever,,
347,348,2025-03-12,WEDNESDAY,2405,11X,11X,19,17,1741781016,1741828124,767.267,168.702,54.0,58.1351,14.5186,21.4311,61.1759,-0.00876287,3.87525,-2.88296,3.12412,326.223,1.93372,528.268,-595.456,162,,,2,183.544,73.7036,9325.6,Clever,,
348,349,2025-03-12,WEDNESDAY,2407,21X,21X,20,18,1741781097,1741831130,816.05,179.278,59.2,58.1103,14.4885,21.4571,58.3215,0.00555276,2.31762,-4.20464,3.02835,324.993,1.81279,562.153,-619.519,180,,,2,195.294,61.4814,11298.6,Clever,,
349,350,2025-03-12,WEDNESDAY,2404,13,13,17,15,1741782594,1741836336,880.683,169.554,68.4,57.9981,13.2727,20.6383,49.4572,-0.0509869,4.467,-5.31198,2.47885,386.737,2.28091,476.65,-478.311,188,,,2,196.691,56.3139,7199.04,Clever,,
350,351,2025-03-13,THURSDAY,2402,22,22,10,8,1741865321,1741914226,810.45,158.133,66.4,52.7768,12.9594,20.7804,59.3215,0.00659177,5.31198,-4.21508,2.38152,410.659,2.59692,770.683,-734.349,206,,,2,208.659,,13141.3,Clever,,
351,352,2025-03-13,THURSDAY,2405,11X,11X,19,17,1741867352,1741915134,783.7,170.476,51.2,53.292,14.0557,20.8469,61.6128,0.00960501,4.10292,-2.87176,3.32961,314.316,1.84375,563.599,-641.078,192,,,2,196.813,91.1608,9499.66,Clever,,
352,353,2025-03-13,THURSDAY,2407,21X,21X,20,18,1741869116,1741917820,790.9,179.461,52.0,53.3007,15.2892,21.1142,58.8749,-0.00584195,5.54772,-3.51825,3.45118,318.686,1.77579,566.781,-629.805,197,,,2,210.664,77.0663,11483.8,Clever,,
353,354,2025-03-13,THURSDAY,2403,13,13,4,3,1741869169,1741880453,185.3,26.3058,15.2,49.5722,11.4214,24.0097,43.6125,0.157594,4.40141,-1.52496,1.73064,88.7756,3.37476,68.2571,-66.7805,26,,,1,168.929,138.521,5390.87,Clever,,
354,355,2025-03-14,FRIDAY,2402,22,22,9,8,1741951726,1742000448,804.7,158.098,66.8,49.9367,14.6262,23.7035,53.6612,-0.0241604,2.55311,-2.57838,2.36674,390.716,2.47134,801.086,-750.558,198,,,2,181.675,37.7262,13304.6,Clever,,
355,356,2025-03-14,FRIDAY,2405,11X,11X,19,17,1741953779,1742001760,767.85,170.221,56.0,49.8753,13.7161,20.4873,53.3214,-0.0390439,3.48537,-6.02137,3.03967,344.221,2.0222,552.717,-624.203,176,,,2,205.317,87.0981,9673.76,Clever,,
356,357,2025-03-14,FRIDAY,2401,21X,21X,20,18,1741954484,1742004105,811.267,178.243,62.0,49.8441,14.9696,21.3832,57.8652,0.0436194,2.468,-2.08333,2.87489,369.77,2.07452,587.149,-637.323,180,,,2,186.558,60.6694,8341.07,Clever,,
357,358,2025-03-14,FRIDAY,2407,12,12,3,3,1741973696,1741991196,289.8,59.7666,30.0,50.2464,14.9414,24.8248,49.7388,-0.0337635,2.52832,-4.74403,1.99222,186.59,3.12198,283.84,-282.608,79,,,1,218.563,137.946,11678.7,Clever,,
358,359,2025-03-17,MONDAY,2402,22,22,10,8,1742210578,1742260715,827.066,160.826,54.0,56.4827,12.4234,20.4881,45.6125,-0.0124391,2.56076,-4.6503,2.97827,333.957,2.07651,810.961,-807.883,208,,,2,211.707,93.1511,13468.4,Clever,,
359,360,2025-03-17,MONDAY,2401,21X,21X,20,18,1742213076,1742263731,830.467,179.483,58.4,57.1217,14.0106,21.9833,59.5448,-0.024894,2.30035,-2.73438,3.07334,354.143,1.97313,550.515,-637.269,205,,,2,179.042,62.4045,8526.08,Clever,,
360,361,2025-03-17,MONDAY,2405,11X,11X,8,7,1742213100,1742230456,281.583,61.0466,24.4,53.6157,13.2278,27.619,62.9332,0.0311219,2.69687,-2.42545,2.50191,149.331,2.44619,226.008,-210.857,51,,,1,210.438,157.184,9848.56,Clever,,
361,362,2025-03-17,MONDAY,2404,13,13,9,8,1742214590,1742242184,451.8,85.3515,30.8,55.8311,12.8752,18.6051,45.6514,-0.0631322,2.47557,-3.01082,2.77115,183.69,2.15216,232.747,-222.417,83,,,1,177.626,117.414,7440.82,Clever,,
362,363,2025-03-17,MONDAY,2407,92,92,9,8,1742218433,1742266779,797.75,158.089,56.8,56.9871,13.7395,22.2156,43.6901,0.0435515,2.59566,-4.5722,2.78326,347.185,2.19613,749.287,-761.414,200,,,2,214.255,86.393,11748.1,Clever,,
363,364,2025-03-18,TUESDAY,2402,22,22,10,8,1742297040,1742346699,811.917,160.168,49.2,57.0193,11.7866,18.5811,42.9717,0.0247229,4.7603,-2.42545,3.25544,303.44,1.89452,770.349,-772.481,214,,,2,211.707,100.682,13631.9,Clever,,
364,365,2025-03-18,TUESDAY,2405,11X,11X,19,17,1742299357,1742347368,783.8,169.914,60.0,57.6895,14.066,22.2449,60.7681,-0.0135405,2.32054,-3.00481,2.8319,347.122,2.04293,546.337,-617.325,152,,,2,213.895,80.981,9956.04,Clever,,
365,366,2025-03-18,TUESDAY,2406,21X,21X,20,18,1742299497,1742349903,825.75,177.995,60.4,57.7836,13.4541,21.4827,56.9914,0.00381977,2.32797,-4.85698,2.94693,362.741,2.03793,577.139,-653.538,200,,,2,224.967,78.4117,6995.22,Clever,,
366,367,2025-03-18,TUESDAY,2404,13,13,10,9,1742300994,1742331539,454.117,76.1831,28.0,55.375,12.2812,20.752,50.1854,0.0304833,2.45676,-2.46878,2.72083,165.154,2.16786,233.028,-205.325,102,,,2,173.11,106.505,7533.37,Clever,,
367,368,2025-03-18,TUESDAY,2403,152,152,2,1,1742304304,1742305693,22.2333,3.97988,2.0,49.8258,8.9303,19.4502,38.7095,0.662042,3.88889,-0.85183,1.98994,15.1732,3.81247,5.80782,-8.06071,2,,,1,154.493,148.747,5422.76,Clever,,
368,369,2025-03-19,WEDNESDAY,2402,22,22,9,8,1742383555,1742432980,815.8,157.049,56.8,61.3922,11.3017,20.0039,48.5058,0.00615003,2.08825,-2.19081,2.76494,340.366,2.16727,793.575,-758.678,202,,,2,211.517,88.05,13795.3,Clever,,
369,370,2025-03-19,WEDNESDAY,2401,11X,11X,19,17,1742385765,1742434306,792.1,168.901,55.2,63.3016,12.9719,21.0315,54.5738,-0.0370415,2.17014,-2.57838,3.0598,338.062,2.00154,567.882,-628.804,190,,,2,180.524,67.6964,8710.84,Clever,,
370,371,2025-03-19,WEDNESDAY,2406,21X,21X,20,18,1742385901,1742436637,827.533,178.293,58.0,63.392,14.4319,22.1878,55.1758,-0.00853329,2.02546,-2.59566,3.07402,341.746,1.91676,568.355,-623.366,185,,,2,219.366,81.8681,7179.17,Clever,,
371,372,2025-03-19,WEDNESDAY,2407,13,13,17,15,1742387375,1742440776,873.283,166.17,66.0,62.8426,13.4302,20.9226,52.1952,-0.077561,3.09406,-7.14046,2.51773,383.575,2.30833,486.442,-489.385,198,,,2,205.129,58.1198,11908.8,Clever,,
372,373,2025-03-20,THURSDAY,2402,22,22,8,7,1742470134,1742512135,692.467,132.663,54.0,58.7539,12.3102,20.658,57.5448,-0.00948132,3.24717,-2.23335,2.45672,316.292,2.38418,606.42,-605.787,172,,,2,201.499,83.5096,13958.8,Clever,,
373,374,2025-03-20,THURSDAY,2401,11X,11X,19,17,1742472152,1742520342,786.95,168.242,55.2,60.4755,13.0562,20.3245,55.5739,-0.0221676,2.49244,-3.125,3.04787,335.821,1.99606,545.783,-613.815,173,,,2,171.498,63.2775,8884.39,Clever,,
374,375,2025-03-20,THURSDAY,2406,21X,21X,20,18,1742472300,1742522636,821.95,178.532,52.0,60.5238,13.8423,20.676,53.1078,-0.0122259,3.00719,-3.01785,3.43331,308.121,1.72586,613.631,-677.934,220,,,2,225.843,97.9562,7363.14,Clever,,
375,376,2025-03-20,THURSDAY,2404,13,13,17,15,1742473741,1742527375,704.75,127.617,46.4,60.2978,12.8689,19.1931,52.6515,-0.0333998,5.75416,-3.59088,2.75037,279.963,2.19378,377.313,-366.85,147,,,2,175.849,,7626.35,Clever,,
376,377,2025-03-21,FRIDAY,2401,11X,11X,19,17,1742558582,1742606685,793.333,168.802,52.0,61.6196,13.3543,21.4463,54.8554,0.0114952,2.49244,-3.1684,3.24619,305.192,1.80799,547.718,-629.859,195,,,2,186.275,82.3611,9058.07,Clever,,
377,378,2025-03-21,FRIDAY,2406,21X,21X,20,18,1742558672,1742608529,812.133,173.633,57.2,61.545,14.6055,21.2774,59.0205,-0.0353827,2.48618,-4.09915,3.03554,331.805,1.91096,561.51,-617.297,179,,,2,212.546,,7547.33,Clever,,
378,379,2025-03-21,FRIDAY,2405,13,13,17,15,1742560175,1742613780,885.0,166.68,70.4,61.2918,12.544,20.2593,49.0495,-0.0100498,4.1694,-3.19138,2.36761,415.768,2.49441,491.898,-492.197,189,,,2,211.547,46.6121,10133.6,Clever,,
379,380,2025-03-24,MONDAY,2406,21X,21X,20,18,1742817884,1742868464,824.183,177.92,53.6,66.7801,14.9523,22.7702,65.2537,-0.0227483,4.23855,-4.25433,3.31941,324.683,1.82488,537.921,-613.603,187,,,2,214.084,85.4537,7731.53,Clever,,
380,381,2025-03-24,MONDAY,2401,11X,11X,19,17,1742817903,1742865647,782.183,168.528,53.6,66.8211,13.755,21.4196,55.6904,0.00855089,2.49244,-2.52445,3.14418,323.776,1.9212,513.114,-590.91,168,,,1,193.737,82.5765,9231.91,Clever,,
381,382,2025-03-24,MONDAY,2405,13,13,8,7,1742819400,1742846273,440.417,80.5421,32.8,66.0305,14.2646,21.5372,49.9427,0.037207,3.79372,-2.43319,2.45555,203.502,2.52666,224.424,-226.795,81,,,1,215.631,136.329,10304.0,Clever,,
382,383,2025-03-24,MONDAY,2407,25,25,16,14,1742821545,1742872197,829.55,143.369,54.4,66.5845,12.7799,21.6743,49.6126,-0.0529381,2.56283,-2.37108,2.63546,319.276,2.22695,607.562,-610.342,149,,,2,196.445,77.0538,12080.8,Clever,,
383,384,2025-03-25,TUESDAY,2401,11X,11X,19,17,1742904230,1742953137,802.483,167.195,68.8,60.2882,15.4369,24.0508,62.3701,0.0110599,2.43056,-1.94408,2.43016,399.531,2.38961,533.081,-597.268,186,,,2,194.531,50.7398,9405.56,Clever,,
384,385,2025-03-25,TUESDAY,2404,21X,21X,12,11,1742904298,1742933971,484.717,99.3385,38.0,59.5766,13.7154,22.4122,59.8652,-0.0403853,5.37527,-3.86182,2.61417,203.664,2.0502,312.879,-343.987,96,,,2,185.623,42.2577,7849.62,Clever,,
385,386,2025-03-25,TUESDAY,2405,13,13,8,7,1742905798,1742932722,444.4,81.9154,33.6,58.7514,12.7952,18.7659,46.496,0.00854319,3.13978,-3.54801,2.43796,200.139,2.44324,234.867,-236.143,98,,,1,219.195,146.587,10390.5,Clever,,
386,387,2025-03-26,WEDNESDAY,2401,11X,11X,1,0,1742991824,1742991883,0.983333,0.0,0.0,56.25,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,,,1,179.911,179.911,9579.41,Clever,,
387,388,2025-03-26,WEDNESDAY,2406,21X,21X,19,18,1742991883,1743041223,803.967,174.152,53.6,58.3537,14.5089,21.7113,60.0594,0.00252717,2.61259,-2.98394,3.2491,320.47,1.84018,551.181,-628.866,210,,,1,217.862,88.421,7920.08,Clever,,
388,389,2025-03-26,WEDNESDAY,2405,13,13,8,7,1742992176,1743019008,440.383,81.1354,28.4,56.1238,12.6622,19.4139,47.2048,-0.0273038,2.29534,-2.34035,2.85688,185.884,2.29103,220.026,-221.375,94,,,1,227.619,156.602,10476.6,Clever,,
389,390,2025-03-26,WEDNESDAY,2402,22,22,3,3,1743025007,1743037605,208.366,40.6284,17.2,60.7085,12.4402,19.1706,43.1659,0.0416179,2.33707,-2.23335,2.36212,102.651,2.52659,194.457,-177.3,63,,,1,185.355,149.453,14100.7,Clever,,
390,391,2025-03-27,THURSDAY,2402,22,22,2,1,1743074521,1743117586,69.8333,11.3742,4.8,60.1504,6.42035,11.1388,39.0104,0.057719,1.7528,-1.9692,2.36963,28.6688,2.52051,47.5195,-52.6053,25,,,2,202.342,84.0371,14147.1,Clever,,
391,392,2025-03-27,THURSDAY,2407,11X,11X,7,6,1743076971,1743092934,260.367,53.5901,24.0,57.5836,14.6054,23.5288,63.4866,0.0781459,4.65479,-2.33392,2.23292,150.888,2.8156,175.817,-206.901,49,,,1,201.434,145.753,12227.5,Clever,,
392,393,2025-03-27,THURSDAY,2405,13,13,17,15,1743078542,1743132168,882.25,165.477,66.4,61.1859,11.6812,18.9133,49.0883,-0.0647291,2.55311,-7.2338,2.49213,396.881,2.3984,485.638,-493.522,222,,,2,211.294,59.5072,10563.1,Clever,,
393,394,2025-03-28,FRIDAY,2406,21X,21X,20,18,1743163473,1743214322,828.583,178.893,66.4,60.7164,14.8808,23.147,64.6517,0.0184476,6.91834,-2.48618,2.69417,389.085,2.17496,548.385,-628.4,191,,,2,221.864,66.3772,8100.0,Clever,,
394,395,2025-03-28,FRIDAY,2402,13,13,8,7,1743165242,1743193909,470.683,82.3906,32.8,58.8117,12.153,18.739,43.5057,-0.0880852,2.9044,-2.64333,2.51191,204.892,2.48683,236.222,-234.064,120,,,1,202.342,116.118,14281.7,Clever,,
395,396,2025-03-31,MONDAY,2406,21X,21X,20,18,1743422699,1743473097,830.083,181.437,59.6,59.4869,14.5104,22.7365,61.875,-0.00325372,3.86157,-3.8017,3.04425,359.462,1.98119,591.401,-642.605,197,,,2,215.527,77.2304,8284.39,Clever,,
396,397,2025-03-31,MONDAY,2402,13,13,17,15,1743424195,1743477950,880.4,165.661,64.0,59.2178,13.815,20.339,46.3213,0.0211527,2.89352,-2.31211,2.58845,380.881,2.29916,480.612,-484.097,192,,,2,180.713,53.5028,14367.0,Clever,,
397,398,2025-04-01,TUESDAY,2406,21X,21X,20,18,1743509092,1743560554,845.533,173.042,58.8,58.083,12.9579,20.9067,63.4672,-0.0181911,2.46878,-3.51562,2.9429,349.599,2.02031,573.658,-652.042,214,,,2,208.343,66.4715,8468.77,Clever,,
398,399,2025-04-01,TUESDAY,2402,13,13,16,15,1743510773,1743561876,836.917,151.074,68.0,57.8996,12.1997,19.7112,54.1758,-0.0667373,3.71528,-4.23694,2.22167,389.159,2.57595,431.084,-432.846,178,,,2,149.076,15.3687,14535.6,Clever,,
399,400,2025-04-02,WEDNESDAY,2401,12,12,9,8,1743592475,1743644755,862.5,172.045,58.0,56.0829,13.1842,22.8205,46.7582,-0.00892933,2.04494,-2.54279,2.9663,342.228,1.98918,830.942,-853.846,239,,,2,193.055,73.1145,9580.71,Clever,,
400,401,2025-04-02,WEDNESDAY,2406,21X,21X,20,18,1743595485,1743646143,825.217,177.69,66.0,56.8706,15.1441,22.1564,60.3701,-0.0266796,5.15003,-3.10899,2.69228,352.082,1.98143,551.389,-613.753,177,,,2,207.391,61.6569,8647.24,Clever,,
401,402,2025-04-03,THURSDAY,2405,12,12,10,8,1743678358,1743731915,868.767,176.041,57.6,56.5061,12.9414,20.0446,48.7194,0.00172965,2.57046,-2.6122,3.05626,344.382,1.95626,878.587,-891.328,244,,,2,194.343,74.9374,10733.5,Clever,,
402,403,2025-04-03,THURSDAY,2401,43,43,15,13,1743686755,1743736921,821.183,153.898,60.0,58.1263,12.9232,19.8731,48.564,0.0487404,2.68076,-2.56076,2.56497,352.938,2.29332,439.03,-443.235,187,,,2,206.775,76.093,9758.72,Clever,,
403,404,2025-04-03,THURSDAY,2402,15,15,2,2,1743712543,1743715980,56.2666,7.6584,3.2,62.0919,2.98157,15.5704,41.6804,0.0207589,1.81196,-2.17014,2.39325,22.2538,2.9058,46.7888,-31.0562,9,,,1,175.584,169.45,14695.1,Clever,,
404,405,2025-04-04,FRIDAY,2405,12,12,2,2,1743780953,1743794263,220.766,44.3814,12.8,58.8055,13.6606,23.7904,40.8357,0.03923,3.28006,-1.89394,3.4673,74.9636,1.68908,178.813,-226.019,53,,,1,136.081,109.69,10968.8,Clever,,
405,406,2025-04-04,FRIDAY,2401,142,142,8,7,1743781782,1743825293,721.732,147.529,52.8,61.9634,14.5086,20.9089,49.2631,-0.00237109,2.21443,-2.73438,2.79411,305.232,2.06896,715.939,-723.089,198,,,1,162.996,49.5709,9949.95,Clever,,
406,407,2025-04-04,FRIDAY,2406,122,122,1,1,1743798892,1743810166,187.9,36.1327,14.8,63.3989,13.4072,23.2392,40.9911,-0.00947833,2.04248,-2.61259,2.4414,86.4572,2.39277,162.15,-164.673,52,,,1,218.799,185.62,8853.74,Clever,,
407,408,2025-04-07,MONDAY,2405,12,12,9,8,1744023929,1744076862,874.201,173.962,57.6,61.4256,12.7106,22.3324,49.5252,-0.0004791,2.88222,-3.32895,3.02018,351.873,2.0227,858.71,-866.567,216,,,2,199.586,75.7611,11021.5,Clever,,
408,409,2025-04-07,MONDAY,2402,13,13,17,15,1744028973,1744083353,890.3,156.809,60.8,62.2769,12.6639,20.0655,45.2339,0.00341074,5.26578,-2.81025,2.5791,358.866,2.28855,463.549,-461.224,195,,,2,168.578,50.948,14707.8,Clever,,
409,410,2025-04-07,MONDAY,2401,142,142,10,8,1744031691,1744084725,875.284,178.762,74.8,61.9071,13.7872,22.1869,51.8359,-0.00397624,2.64757,-3.03819,2.38987,418.274,2.33983,854.296,-869.228,241,,,2,202.74,44.0125,10099.9,Clever,,
410,411,2025-04-08,TUESDAY,2405,12,12,9,8,1744110360,1744163212,872.884,173.816,54.0,61.6427,12.9793,22.5997,47.0106,0.0312536,3.78965,-2.88296,3.21882,321.502,1.84966,884.43,-877.718,229,,,2,179.434,71.5966,11200.3,Clever,,
411,412,2025-04-08,TUESDAY,2402,13,13,14,12,1744115383,1744169148,887.217,167.745,68.8,61.3471,14.2604,21.7127,44.8261,0.000438453,2.61259,-3.54243,2.43816,377.355,2.24957,477.687,-476.779,186,,,2,137.972,13.1402,14870.3,Clever,,
412,413,2025-04-08,TUESDAY,2406,33,33,16,14,1744117179,1744166858,814.483,152.631,58.4,62.8258,12.3437,19.8854,53.5253,-0.0516837,2.7765,-2.92056,2.61354,318.798,2.08869,443.896,-442.63,196,,,2,213.904,86.0941,8919.77,Clever,,
413,414,2025-04-08,TUESDAY,2404,25,25,16,14,1744117561,1744168129,827.333,141.235,52.8,62.9465,11.7721,20.7695,47.9038,0.0379671,5.43338,-2.17014,2.6749,304.196,2.15384,616.741,-597.765,143,,,2,176.765,79.9475,7956.91,Clever,,
414,415,2025-04-08,TUESDAY,2401,142,142,4,3,1744118388,1744149704,519.184,110.15,48.4,60.0793,16.7948,25.8962,53.9913,-0.060472,2.43056,-2.73438,2.27583,281.084,2.55182,489.906,-499.151,154,,,1,166.68,65.3318,10282.4,Clever,,
