,entry_id,stsd,day,vid,tablockid,blk,num_trip,num_trip_inservice,start_timestamp,end_timestamp,time_driven,miles_driven,soc_used,avg_temp,avg_speed,avg_speed_driven,max_speed,acceleration_avg,acceleration_max,acceleration_min,mile_soc,energy_used,kwh_mile,accu_ascending,accu_descending,num_peaks,weight,traffic,num_driver_id,start_rm,end_rm,odo,source,start_soc,end_soc
415,416,2025-04-09,WEDNESDAY,2405,12,12,9,8,1744196755,1744249548,862.899,174.82,57.6,64.2794,12.4207,20.9959,44.8552,-0.0279313,4.72045,-3.95731,3.03506,333.323,1.90667,892.671,-897.308,229,,,2,173.423,65.1475,11379.5,Clever,,
416,417,2025-04-09,WEDNESDAY,2403,13,13,17,15,1744201795,1744255656,888.883,166.742,67.2,65.2024,12.6058,19.3463,47.4766,-0.000100294,6.15413,-4.43328,2.48128,400.159,2.39987,495.874,-490.127,201,,,2,155.131,42.1345,5438.24,Clever,,
417,418,2025-04-09,WEDNESDAY,2401,33,33,16,14,1744203586,1744253087,812.15,154.349,58.8,65.7042,13.3764,21.6667,51.399,0.0607221,2.43587,-2.51736,2.62498,320.167,2.07431,448.992,-454.826,185,,,2,194.32,75.6292,10394.1,Clever,,
418,419,2025-04-10,THURSDAY,2405,12,12,8,7,1744283149,1744328674,751.082,144.807,48.0,64.1339,11.9805,21.4131,44.0105,0.0501382,3.46619,-2.96966,3.01682,283.042,1.95461,724.688,-726.001,206,,,2,158.797,56.6229,11559.3,Clever,,
419,420,2025-04-10,THURSDAY,2403,13,13,14,13,1744288203,1744332948,732.75,131.05,53.2,65.6239,13.221,20.2031,51.4573,-0.0693555,2.5796,-3.60151,2.46335,306.56,2.33925,386.411,-384.727,163,,,2,108.437,27.4007,5607.78,Clever,,
420,421,2025-04-10,THURSDAY,2401,33,33,16,14,1744289979,1744339129,811.383,150.465,56.4,66.1212,11.0986,19.2056,56.3894,-0.0109577,2.71815,-2.56076,2.66782,319.223,2.12158,451.259,-440.331,199,,,2,174.123,64.5705,10552.3,Clever,,
421,422,2025-04-10,THURSDAY,2402,132,132,2,1,1744290287,1744296088,95.6834,19.6912,6.4,56.933,12.4683,20.5347,43.8649,-0.0574506,1.36638,-1.48931,3.07676,44.4939,2.25958,112.87,-113.082,24,,,1,169.725,147.71,15043.0,Clever,,
422,423,2025-04-10,THURSDAY,2404,35,35,13,12,1744290652,1744334521,673.15,107.764,42.4,66.5196,11.4932,20.0438,46.5446,-0.000528091,4.57044,-5.167,2.54162,236.646,2.19596,491.259,-460.008,145,,,2,178.069,57.6322,8102.75,Clever,,
423,424,2025-04-11,FRIDAY,2402,12,12,10,8,1744369537,1744423234,880.049,173.909,56.8,65.3051,12.8804,19.3374,42.9717,0.0188326,3.52007,-3.4375,3.06178,338.427,1.946,877.833,-885.18,234,,,2,172.566,67.2849,15077.7,Clever,,
424,425,2025-04-11,FRIDAY,2401,13,13,9,8,1744374599,1744401755,444.5,80.9895,30.4,63.7298,11.4959,18.6059,43.8067,-0.0029856,2.51736,-3.05109,2.66413,184.157,2.27383,230.295,-231.431,101,,,1,150.181,91.8023,10709.7,Clever,,
425,426,2025-04-11,FRIDAY,2403,33,33,16,14,1744376380,1744425956,811.9,152.634,52.4,66.6332,13.4108,20.1617,46.1562,0.0331279,2.26969,-4.30905,2.91285,309.369,2.02687,432.0,-433.18,158,,,2,134.38,53.0125,5743.08,Clever,,
426,427,2025-04-11,FRIDAY,2405,132,132,11,9,1744376695,1744433437,935.866,189.701,64.0,64.8834,14.2797,24.0361,46.7582,0.00814478,2.44404,-4.67888,2.96408,355.499,1.87399,911.382,-924.968,220,,,2,177.149,57.4173,11710.5,Clever,,
427,428,2025-04-14,MONDAY,2402,12,12,9,8,1744628756,1744681613,873.465,172.033,58.8,59.804,12.8472,22.0847,42.7678,-0.00529286,3.554,-2.66149,2.92573,348.094,2.02341,912.473,-908.695,234,,,2,181.67,72.815,15254.5,Clever,,
428,429,2025-04-14,MONDAY,2404,21X,21X,20,18,1744632273,1744682341,791.983,159.114,52.8,60.3464,14.0396,21.4512,57.5545,0.0317936,3.82067,-4.06901,3.01353,294.528,1.85104,512.903,-574.212,176,,,2,179.956,80.721,8225.96,Clever,,
429,430,2025-04-14,MONDAY,2401,13,13,17,15,1744633780,1744687535,879.55,171.01,65.6,59.8668,13.6632,21.1895,50.632,-0.0398271,2.54279,-2.92217,2.60687,373.514,2.18416,476.132,-481.246,197,,,2,164.059,51.2684,10801.3,Clever,,
430,431,2025-04-14,MONDAY,2403,23,23,6,5,1744635333,1744657251,359.933,67.776,23.6,59.3334,12.0442,18.7423,52.2631,-0.0358802,2.26969,-2.34932,2.87187,139.933,2.06464,201.023,-194.273,90,,,2,159.066,118.468,5900.03,Clever,,
431,432,2025-04-15,TUESDAY,2405,12,12,7,6,1744715445,1744754088,638.817,127.524,42.8,57.9854,13.2677,21.013,41.826,-0.100258,2.79018,-3.87779,2.97953,270.466,2.1209,655.42,-660.428,165,,,2,208.629,110.649,11904.4,Clever,,
432,433,2025-04-15,TUESDAY,2407,13,13,17,15,1744720499,1744773647,869.333,168.92,65.2,59.0151,14.2689,21.6501,51.5058,0.056792,6.15413,-3.68266,2.5908,380.339,2.2516,484.299,-480.365,210,,,2,197.444,59.8804,12285.7,Clever,,
433,434,2025-04-15,TUESDAY,2403,23,23,5,4,1744721738,1744743393,357.0,67.5306,23.6,57.1298,12.6344,18.9508,42.9717,-0.0665502,4.81549,-2.03328,2.86147,144.925,2.14606,186.512,-178.928,85,,,2,160.413,116.911,5978.46,Clever,,
434,435,2025-04-15,TUESDAY,2406,21X,21X,11,10,1744743776,1744769399,417.983,90.4343,26.0,61.3506,13.9757,20.4727,63.0303,-0.00679384,4.50468,-1.76068,3.47824,167.857,1.85612,284.878,-343.183,101,,,1,199.832,135.85,9084.86,Clever,,
435,436,2025-04-16,WEDNESDAY,2401,12,12,7,6,1744801551,1744837778,597.3,118.412,38.4,59.5085,13.6367,23.08,46.9621,0.0202014,2.47396,-2.79614,3.08363,234.049,1.97657,578.637,-595.507,179,,,2,170.816,101.939,10976.9,Clever,,
436,437,2025-04-16,WEDNESDAY,2402,21X,21X,20,18,1744805210,1744854722,807.183,180.586,56.8,61.0103,15.2047,21.6605,63.8362,-0.00983428,3.37206,-5.51509,3.17933,339.006,1.87725,544.608,-629.613,185,,,2,188.638,77.7189,15431.5,Clever,,
437,438,2025-04-16,WEDNESDAY,2404,13,13,9,8,1744806595,1744833473,440.417,82.3347,30.0,59.0261,13.382,19.6528,49.7776,0.0251295,6.19172,-3.87855,2.74449,189.609,2.30291,227.715,-225.752,104,,,1,179.918,119.945,8393.8,Clever,,
438,439,2025-04-16,WEDNESDAY,2403,23,23,6,5,1744808147,1744829758,355.167,67.4528,23.6,59.1907,12.947,20.258,46.5834,0.0607434,3.58402,-4.52629,2.85817,149.036,2.20948,193.747,-200.176,71,,,2,164.491,120.438,6056.34,Clever,,
439,440,2025-04-17,THURSDAY,2405,12,12,6,5,1744888679,1744917646,489.283,97.3751,35.2,58.9173,13.156,21.0416,40.8454,-0.0153074,3.83948,-2.2346,2.76634,200.026,2.05418,479.869,-470.783,137,,,2,202.557,209.887,12042.2,Clever,,
440,441,2025-04-17,THURSDAY,2406,21X,21X,8,7,1744891501,1744909051,269.617,58.4462,18.0,58.2957,12.8482,21.5988,60.1371,-0.00613025,2.41126,-4.46608,3.24701,102.556,1.7547,198.993,-216.984,67,,,2,209.887,190.493,9247.93,Clever,,
441,442,2025-04-17,THURSDAY,2407,13,13,17,15,1744892990,1744946563,871.8,169.342,64.0,59.7959,13.768,20.4065,49.7,-0.0219014,2.9243,-4.77431,2.64597,384.185,2.26869,482.959,-484.309,177,,,2,189.709,,12462.4,Clever,,
442,443,2025-04-17,THURSDAY,2401,21X,21X,12,11,1744911996,1744942903,487.717,101.197,32.4,60.5239,14.0128,22.1652,57.1176,-0.0506603,2.62136,-2.89352,3.12335,206.674,2.0423,321.247,-329.226,126,,,3,173.963,198.284,11159.8,Clever,,
443,444,2025-04-18,FRIDAY,2405,12,12,6,5,1744974351,1745003637,483.084,97.6111,32.8,57.3083,13.5255,22.4176,39.7386,0.00215408,2.29298,-3.42653,2.97595,206.693,2.11751,472.449,-476.777,135,,,1,211.104,137.104,12142.0,Clever,,
444,445,2025-04-18,FRIDAY,2404,21X,21X,19,17,1744977891,1745028210,824.5,159.59,45.6,58.9329,14.2612,21.4385,55.2146,0.0353667,5.72676,-2.17014,3.49978,280.635,1.75847,493.747,-533.052,178,,,2,199.132,100.557,8544.31,Clever,,
445,446,2025-04-18,FRIDAY,2402,13,13,17,15,1744979376,1745032852,876.083,168.252,72.8,58.838,13.0785,19.2536,52.6515,0.0682284,3.80945,-3.78711,2.31115,419.633,2.49408,481.196,-473.71,207,,,2,189.653,42.6719,15616.9,Clever,,
446,447,2025-04-18,FRIDAY,2403,82,82,3,2,1744979384,1744991226,195.35,42.7565,13.2,56.1697,10.9814,19.3052,38.9619,0.0644555,4.99295,-1.44676,3.23913,69.1556,1.61743,167.23,-168.691,55,,,1,164.292,138.857,6134.62,Clever,,
447,448,2025-04-18,FRIDAY,2401,23,23,6,5,1744981119,1745002490,351.4,68.6771,29.6,57.5217,13.2465,20.6154,46.1756,-0.0851125,2.41126,-2.56076,2.32017,187.127,2.72474,191.926,-177.949,79,,,2,175.294,119.454,11262.1,Clever,,
448,449,2025-04-18,FRIDAY,2401,35,35,7,6,1745011559,1745033862,365.133,64.9084,28.4,59.7076,12.0297,20.5941,42.0396,-0.00675302,2.60417,-2.19163,2.28551,165.204,2.54518,272.482,-272.477,78,,,1,108.145,57.2532,11345.4,Clever,,
449,450,2025-04-21,MONDAY,2405,12,12,9,8,1745233554,1745286417,873.717,171.676,61.2,59.2917,12.1157,21.7771,43.1756,-0.00265902,2.79258,-2.60417,2.80516,365.28,2.12774,897.641,-893.933,225,,,2,213.763,78.4373,12242.7,Clever,,
450,451,2025-04-21,MONDAY,2403,21X,21X,20,18,1745237043,1745287490,821.083,179.384,60.4,60.0081,13.7358,21.6264,63.3119,0.00732202,4.12326,-3.69385,2.96993,351.023,1.95683,543.713,-614.02,202,,,2,169.571,63.4167,6178.75,Clever,,
451,452,2025-04-21,MONDAY,2404,13,13,9,8,1745238584,1745266370,454.783,86.209,34.4,58.3826,13.8174,20.5504,46.0009,0.0651861,2.44634,-2.06873,2.50608,195.678,2.2698,235.464,-222.999,97,,,1,196.558,128.297,8709.89,Clever,,
452,453,2025-04-22,TUESDAY,2405,12,12,9,8,1745320310,1745372750,865.55,170.274,57.6,59.0429,11.9173,19.7095,43.9232,-0.0342927,5.05235,-4.40458,2.95615,336.176,1.97432,877.554,-888.215,221,,,2,186.181,58.8393,12419.5,Clever,,
453,454,2025-04-22,TUESDAY,2402,21X,21X,20,18,1745323600,1745373653,825.967,179.157,58.8,59.7196,14.859,21.814,59.9138,-0.0346723,2.51055,-3.14753,3.04689,354.627,1.97942,575.469,-649.507,197,,,2,191.811,72.9969,15790.9,Clever,,
454,455,2025-04-22,TUESDAY,2404,13,13,17,15,1745324999,1745378557,876.067,167.559,66.4,59.3047,13.7115,20.1662,49.5835,-0.0502418,4.82978,-6.71939,2.52348,386.89,2.30898,471.75,-462.361,191,,,2,200.67,59.7337,8802.7,Clever,,
455,456,2025-04-23,WEDNESDAY,2405,12,12,9,8,1745406300,1745459208,878.283,172.005,56.8,58.8251,12.1327,21.6646,41.6319,-0.00806447,3.36857,-2.39749,3.02825,331.995,1.93015,886.33,-885.098,217,,,2,176.518,54.5034,12595.7,Clever,,
456,457,2025-04-23,WEDNESDAY,2402,21X,21X,20,18,1745409887,1745460466,823.5,176.609,56.0,59.1607,14.1867,21.5378,60.5157,0.000462272,6.08934,-2.56283,3.15374,330.419,1.87091,574.834,-635.139,195,,,2,179.386,65.209,15973.6,Clever,,
457,458,2025-04-23,WEDNESDAY,2401,13,13,17,15,1745411384,1745465461,884.117,169.265,61.6,58.8952,13.4078,20.1908,49.4864,0.0717418,2.7742,-2.80841,2.7478,366.727,2.16659,484.817,-498.555,203,,,2,165.41,51.9068,11413.5,Clever,,
458,459,2025-04-23,WEDNESDAY,2403,112,112,11,9,1745412038,1745468879,936.966,189.074,58.8,58.4521,13.3556,21.0605,45.0882,-0.0495391,4.94664,-4.55126,3.21554,345.54,1.82754,920.899,-928.912,253,,,2,167.65,60.4402,6367.12,Clever,,
459,460,2025-04-24,THURSDAY,2404,12,12,5,4,1745492818,1745522017,482.717,99.0994,29.2,57.9226,13.6942,23.1325,40.4668,0.0377093,2.55882,-2.86697,3.39382,186.914,1.88613,465.469,-476.235,119,,,1,201.202,138.427,8976.69,Clever,,
460,461,2025-04-24,THURSDAY,2407,13,13,17,15,1745497778,1745551368,876.617,170.607,66.0,60.0558,13.169,20.5204,51.7486,0.00587729,5.14061,-4.15039,2.58495,391.491,2.2947,488.976,-491.092,216,,,2,183.901,53.7323,12720.7,Clever,,
461,462,2025-04-24,THURSDAY,2402,21X,21X,10,9,1745521377,1745546258,410.05,90.8663,26.4,62.4934,14.5751,21.3913,64.0983,0.0803726,4.11184,-2.26969,3.4419,163.457,1.79888,301.53,-331.089,112,,,1,186.084,134.269,16159.7,Clever,,
462,463,2025-04-25,FRIDAY,2404,12,12,5,4,1745579160,1745608351,481.983,99.1988,29.2,57.4494,12.8803,23.7502,42.8163,0.0228087,2.07239,-2.15059,3.39722,188.018,1.89537,484.379,-489.052,106,,,1,201.202,139.091,9077.75,Clever,,
463,464,2025-04-25,FRIDAY,2402,21X,21X,2,0,1745582700,1745632958,836.366,183.047,61.6,57.675,13.9686,20.628,57.5157,-0.000595683,2.3829,-5.13812,2.97154,369.184,2.01688,599.839,-601.156,191,,,1,204.678,,16254.9,Clever,,
464,465,2025-04-25,FRIDAY,2403,13,13,17,15,1745584254,1745637947,878.384,168.258,65.6,59.6435,13.5222,21.3058,50.1175,0.0285552,4.6481,-6.31585,2.56491,399.901,2.37672,477.978,-488.033,180,,,2,191.625,58.254,6559.56,Clever,,
465,466,2025-04-25,FRIDAY,2405,23,23,15,13,1745586059,1745636076,819.95,155.091,64.0,60.1358,13.6221,20.1736,48.1757,-0.0373571,6.11441,-4.70473,2.4233,373.848,2.41051,425.216,-428.676,168,,,3,217.937,72.3551,12772.5,Clever,,
466,467,2025-04-28,MONDAY,2404,12,12,9,8,1745838362,1745891147,792.2,159.77,52.0,59.1734,12.2792,21.5349,44.6902,-0.00615284,4.07723,-4.61537,3.0725,302.333,1.8923,846.871,-850.56,208,,,2,208.713,92.1039,9179.72,Clever,,
467,468,2025-04-28,MONDAY,2402,21X,21X,20,18,1745841888,1745892464,827.033,177.812,57.2,60.1244,14.3025,21.5371,59.4089,-0.016636,3.87995,-4.40654,3.10859,334.582,1.88167,571.346,-660.827,188,,,2,206.375,78.7821,16438.3,Clever,,
468,469,2025-04-28,MONDAY,2407,82,82,10,8,1745843380,1745892357,807.466,159.863,56.0,59.2786,11.3799,19.4252,44.5639,-0.0203859,4.34028,-5.23934,2.8547,328.794,2.05672,771.61,-789.892,236,,,2,189.518,,12895.5,Clever,,
469,470,2025-04-28,MONDAY,2403,13,13,9,8,1745843400,1745870314,440.0,81.9184,28.0,57.4987,11.9759,19.098,47.9524,0.0311214,4.39665,-3.75954,2.92566,174.572,2.13105,226.463,-226.43,93,,,1,198.258,135.476,6733.52,Clever,,
470,471,2025-04-28,MONDAY,2405,23,23,6,5,1745844956,1745866381,351.65,67.6642,22.8,58.3857,13.3843,19.6718,43.7096,0.0282986,2.36352,-1.90648,2.96773,145.883,2.15598,191.891,-196.295,73,,,2,205.252,151.819,12932.5,Clever,,
471,472,2025-04-29,TUESDAY,2404,12,12,9,8,1745924701,1745978329,883.7,146.883,46.4,60.3871,11.9924,22.2106,46.2533,0.0506639,4.03246,-4.21072,3.16558,273.181,1.85986,782.11,-735.442,200,,,2,215.131,,9358.34,Clever,,
472,473,2025-04-29,TUESDAY,2402,21X,21X,20,18,1745928240,1745978690,824.333,177.703,54.4,61.4708,14.3379,21.2963,56.37,0.0343088,3.36857,-3.34319,3.26659,326.332,1.8364,579.479,-651.597,185,,,2,212.274,87.3556,16621.7,Clever,,
473,474,2025-04-29,TUESDAY,2401,13,13,9,8,1745929773,1745956677,439.15,82.4374,28.0,59.5914,13.1969,19.775,43.5834,0.00567504,2.32054,-2.32054,2.94419,178.402,2.16409,223.628,-226.384,95,,,1,171.412,117.319,11621.1,Clever,,
474,475,2025-04-29,TUESDAY,2407,82,82,10,8,1745929787,1745978512,803.034,158.257,53.2,60.5277,12.705,21.6676,51.5447,0.00275873,5.27959,-5.89911,2.97476,322.028,2.03484,804.824,-804.854,220,,,2,168.314,59.2657,13059.0,Clever,,
475,476,2025-04-29,TUESDAY,2405,23,23,15,13,1745931335,1745981449,821.317,154.42,57.2,62.0164,14.8541,21.9268,50.5835,0.00888106,2.73438,-2.25051,2.69965,339.036,2.19555,441.308,-442.246,182,,,3,198.315,67.8001,13004.4,Clever,,
476,477,2025-04-30,WEDNESDAY,2406,12,12,9,8,1746011101,1746063952,872.366,171.924,54.8,60.1677,12.0708,21.1356,42.1464,-0.049244,5.36334,-2.75441,3.1373,321.881,1.87223,905.103,-925.584,259,,,2,217.167,94.1931,9311.63,Clever,,
477,478,2025-04-30,WEDNESDAY,2402,21X,21X,20,18,1746014943,1746065200,820.817,177.162,56.4,60.6402,15.0121,21.9883,60.4186,0.0387885,2.36352,-2.27549,3.14117,329.024,1.85719,572.889,-616.41,185,,,2,179.079,53.6864,16805.2,Clever,,
478,479,2025-04-30,WEDNESDAY,2401,13,13,9,8,1746016184,1746044091,456.833,86.3768,32.8,59.303,13.1922,20.5146,51.2534,0.0135567,2.282,-2.41126,2.63344,190.471,2.20511,233.046,-234.599,121,,,1,169.304,113.004,11709.6,Clever,,
479,480,2025-04-30,WEDNESDAY,2403,23,23,15,13,1746017759,1746067740,783.283,150.484,53.6,60.7184,13.833,20.7962,50.4379,-0.154016,4.06324,-5.0981,2.80753,316.381,2.10243,413.487,-436.22,188,,,3,195.803,73.1058,6822.27,Clever,,
480,481,2025-04-30,WEDNESDAY,2407,33,33,16,14,1746017985,1746067713,814.633,154.324,56.0,60.5167,12.033,19.8293,48.6611,0.000422166,5.18422,-4.21538,2.75578,329.479,2.13498,438.447,-428.353,206,,,2,195.037,81.1992,13219.0,Clever,,
481,482,2025-05-01,THURSDAY,2405,12,12,10,8,1746097547,1746150770,877.599,173.878,61.2,61.4234,14.4859,22.0072,49.5349,0.0353318,5.0743,-4.09722,2.84115,360.124,2.07113,883.745,-879.157,224,,,2,208.32,77.4949,13164.3,Clever,,
482,483,2025-05-01,THURSDAY,2406,52,52,9,8,1746099052,1746152262,878.617,173.956,61.6,61.4805,13.2023,20.842,44.6999,0.0119373,2.75027,-6.07639,2.82396,370.102,2.12756,939.749,-934.49,258,,,2,198.404,61.1155,9489.46,Clever,,
483,484,2025-05-01,THURSDAY,2402,21X,21X,20,18,1746101454,1746151618,820.7,178.122,56.4,62.0246,14.7754,21.6966,65.0692,-0.0440558,2.93607,-5.01748,3.15819,327.679,1.83963,586.36,-658.457,192,,,2,192.376,58.0281,16988.7,Clever,,
484,485,2025-05-01,THURSDAY,2401,13,13,17,15,1746102596,1746156883,888.3,169.802,59.6,61.6089,12.9333,19.6319,49.4281,-0.0247246,2.64757,-2.08156,2.84903,350.64,2.06499,480.401,-488.049,196,,,2,179.568,57.6712,11798.0,Clever,,
485,486,2025-05-01,THURSDAY,2404,23,23,6,5,1746104136,1746126602,369.783,71.2184,26.8,60.5388,13.6459,20.5211,50.7971,0.00090585,2.36742,-2.65891,2.6574,170.309,2.39137,198.358,-189.374,71,,,2,216.771,149.867,9536.82,Clever,,
486,487,2025-05-01,THURSDAY,2407,33,33,16,14,1746104384,1746153994,812.85,154.1,52.8,61.8985,13.0911,19.7549,50.7582,-0.0259314,4.46084,-2.60417,2.91856,300.203,1.94811,438.118,-429.514,197,,,2,168.236,60.1425,13377.8,Clever,,
487,488,2025-05-02,FRIDAY,2402,12,12,5,4,1746183953,1746213280,484.417,99.2515,29.6,59.243,12.9554,24.5024,43.2435,-0.0225221,6.41026,-2.97279,3.35309,178.77,1.80119,469.689,-468.436,119,,,1,179.359,110.545,17172.4,Clever,,
488,489,2025-05-02,FRIDAY,2404,52,52,9,8,1746185448,1746238671,883.166,174.375,54.4,61.1309,12.0365,19.8882,47.098,-0.0184435,4.80061,-2.34298,3.20543,332.898,1.90909,934.273,-934.838,252,,,2,218.556,92.0235,9615.36,Clever,,
489,490,2025-05-02,FRIDAY,2403,21X,21X,20,18,1746187561,1746238428,828.9,178.622,54.8,61.508,14.4914,21.2007,58.0399,0.0316646,3.85803,-5.59833,3.25953,336.796,1.88552,543.633,-631.542,190,,,2,198.655,83.4351,6982.73,Clever,,
490,491,2025-05-02,FRIDAY,2406,13,13,17,15,1746189001,1746242624,873.683,166.972,57.2,61.2613,13.6355,20.4206,52.3602,0.0350948,4.81549,-3.78163,2.91908,327.933,1.96401,470.534,-483.581,217,,,2,189.547,67.8584,9667.74,Clever,,
491,492,2025-05-02,FRIDAY,2407,15,15,1,1,1746211190,1746212278,18.1333,4.20668,1.6,62.4128,16.8471,19.6549,37.3599,-0.247942,1.52714,-3.92122,2.62917,8.69799,2.06766,13.8147,-26.9517,6,,,1,207.949,204.621,13538.7,Clever,,
492,493,2025-05-02,FRIDAY,2407,25,25,9,8,1746212341,1746241960,485.533,84.9973,24.4,62.6746,11.6924,19.7643,41.5542,-0.0218696,3.40792,-2.66788,3.4835,150.174,1.76681,374.228,-375.534,97,,,1,204.621,154.714,13543.0,Clever,,
493,494,2025-05-05,MONDAY,2402,12,12,11,9,1746442838,1746506515,1050.65,0.0,0.0,60.8194,,,,,,,,0.0,,0.0,0.0,0,,,2,,,,Clever,,
494,495,2025-05-05,MONDAY,2403,82,82,9,7,1746446136,1746499727,886.25,177.165,60.0,61.3189,13.4333,21.6403,44.3795,0.00428745,3.539,-6.17284,2.95275,355.817,2.00839,859.026,-870.63,254,,,3,200.344,72.2553,7167.3,Clever,,
495,496,2025-05-05,MONDAY,2406,13,13,9,8,1746448195,1746475594,448.083,81.8812,31.6,60.824,10.6349,17.0097,42.5542,0.0532763,2.62136,-4.20875,2.59118,176.326,2.15343,226.181,-228.088,88,,,1,244.846,172.372,9841.46,Clever,,
496,497,2025-05-05,MONDAY,2407,43,43,16,14,1746451551,1746501654,817.1,155.246,54.8,61.7276,13.7902,19.4845,43.3892,0.076525,4.9064,-5.71257,2.83296,335.251,2.15948,449.509,-432.518,179,,,3,220.755,90.7943,13630.2,Clever,,
497,498,2025-05-05,MONDAY,2404,32,32,5,4,1746475307,1746500991,423.666,90.7015,30.8,62.0939,15.1383,23.6449,46.8941,0.00890028,2.24905,-4.40705,2.94486,193.945,2.13828,440.514,-449.435,123,,,1,221.839,151.5,9794.54,Clever,,
498,499,2025-05-06,TUESDAY,2401,12,12,11,9,1746529250,1746593024,1054.1,212.767,72.0,60.1996,13.7961,21.6779,46.9135,-0.0119438,2.60417,-2.89352,2.95509,423.304,1.98952,1026.6,-1044.45,292,,,2,190.034,48.4701,11972.7,Clever,,
499,500,2025-05-06,TUESDAY,2404,32,32,10,8,1746531232,1746587626,931.199,189.124,71.2,60.3293,15.0309,23.8217,45.03,-0.00488814,5.44063,-4.05925,2.65623,406.314,2.1484,927.25,-927.843,230,,,2,224.545,62.2833,9887.41,Clever,,
500,501,2025-05-06,TUESDAY,2403,82,82,9,7,1746532966,1746586372,882.5,178.16,57.6,60.4829,15.2518,22.3819,46.797,-0.0662191,2.40101,-3.81324,3.09305,333.475,1.87178,846.807,-851.783,220,,,3,166.68,47.9293,7347.78,Clever,,
501,502,2025-05-06,TUESDAY,2406,13,13,17,15,1746534582,1746588233,880.95,166.391,56.4,60.5652,12.8963,18.9396,44.5737,0.0172186,4.14594,-3.04654,2.95019,321.988,1.93513,470.923,-471.859,217,,,2,245.533,104.524,9934.22,Clever,,
502,503,2025-05-07,WEDNESDAY,2402,12,12,9,8,1746615652,1746669578,890.834,159.689,55.6,62.5274,10.5904,19.649,42.1756,-0.00471338,4.85468,-2.66149,2.87211,325.967,2.04126,816.524,-822.555,235,,,2,218.629,91.3151,17488.5,Clever,,
503,504,2025-05-07,WEDNESDAY,2407,32,32,10,8,1746617789,1746674197,930.899,185.883,75.6,62.2777,13.4407,21.1442,54.0787,0.00102869,5.31198,-5.40915,2.45877,442.963,2.38302,947.861,-949.537,259,,,2,224.611,50.3129,13789.6,Clever,,
504,505,2025-05-07,WEDNESDAY,2405,82,82,9,7,1746618934,1746672393,882.801,176.752,62.8,62.7471,13.9456,21.6071,54.4962,-0.0175368,4.24163,-8.64717,2.81453,381.115,2.15621,862.445,-880.034,236,,,3,204.176,68.0625,13392.7,Clever,,
505,506,2025-05-08,THURSDAY,2404,12,12,5,4,1746702051,1746733908,526.967,103.154,32.0,59.927,11.7788,22.3097,45.7776,-0.0273482,5.83121,-2.19005,3.22355,194.778,1.88823,541.647,-538.911,138,,,1,234.504,157.602,10079.4,Clever,,
506,507,2025-05-08,THURSDAY,2406,32,32,10,8,1746704038,1746760558,933.734,189.192,70.8,63.4849,13.5297,21.8776,52.7097,0.0682277,2.50401,-4.5848,2.6722,409.36,2.16373,958.867,-970.567,286,,,2,240.272,67.1205,10108.9,Clever,,
507,508,2025-05-08,THURSDAY,2401,62,62,11,9,1746704213,1746766801,1021.03,207.072,84.4,63.3226,15.3665,23.2359,50.5835,-0.0114796,2.49895,-3.3519,2.45346,429.267,2.07303,964.376,-973.694,280,,,2,190.336,21.2359,12189.3,Clever,,
508,509,2025-05-08,THURSDAY,2402,82,82,4,3,1746706377,1746736714,502.516,91.8884,35.6,60.4647,14.9716,23.6259,48.2922,0.0563639,5.25724,-4.86958,2.58114,209.989,2.28526,456.273,-456.755,132,,,1,216.873,127.658,17652.3,Clever,,
509,510,2025-05-08,THURSDAY,2403,43,43,7,6,1746710759,1746734544,390.983,71.3304,23.6,64.7258,10.7209,20.1509,47.1562,-0.0134971,3.52444,-2.97989,3.02247,143.55,2.01246,205.917,-186.288,77,,,3,198.472,118.531,7566.58,Clever,,
510,511,2025-05-09,FRIDAY,2404,12,12,11,9,1746788401,1746852694,1001.88,199.74,68.8,68.7518,14.5814,22.555,44.8941,-0.051751,5.16141,-4.44044,2.90319,390.383,1.95446,929.705,-969.938,284,,,2,236.431,61.0145,10184.6,Clever,,
511,512,2025-05-09,FRIDAY,2405,62,62,11,9,1746789901,1746853200,1045.28,207.721,82.0,69.0613,15.2068,23.5188,56.0399,-0.0270033,4.88281,-4.49753,2.53319,448.902,2.16108,1025.47,-1028.44,268,,,2,192.964,19.4656,13572.8,Clever,,
512,513,2025-05-09,FRIDAY,2402,82,82,4,3,1746791743,1746822203,504.783,93.8363,37.2,63.796,15.3043,23.899,47.2727,0.0612098,2.468,-2.28851,2.52248,210.149,2.23953,438.681,-440.904,125,,,1,209.29,122.101,17749.9,Clever,,
513,514,2025-05-09,FRIDAY,2402,25,25,7,6,1746824143,1746846837,371.867,64.1379,24.0,75.2443,11.4627,19.4194,45.3407,-0.0490197,2.08504,-3.23901,2.67241,140.858,2.19617,284.015,-300.985,72,,,1,124.645,71.2258,17849.6,Clever,,
514,515,2025-05-09,FRIDAY,2407,15,15,17,15,1746794031,1746848388,846.633,139.774,49.6,70.1913,11.9656,21.08,43.1173,-0.0432791,3.10899,-4.95592,2.81803,294.239,2.1051,602.983,-595.016,158,,,2,201.616,77.8168,13979.9,Clever,,
