,BLOCK_ID_GTFS,BLOCK_ID_USER,DAY,ROUTE_ID,ROUTE_ID_2,ROUTE_ID_3,SERVICE_ID,START_TIME,END_TIME,INSERVICE_START_TIME,INSERVICE_END_TIME,ST,ET,INSERVICE_ST,INSERVICE_ET,REVENUE_TIME,REVENUE_LENGTH,DEADHEAD_TIME,DEADHEAD_LENGTH,BREAK_TIME
36,12,12,MONDAY,2,,,4,04:10,21:46,04:20,21:28,15000,78360,15600,77280,861,199.38,28,14.5,167
37,12,12,SATURDAY,2,,,6,04:35,21:16,04:44,20:58,16500,76560,17040,75480,837,212.187,27,13.2,137
38,12,12,SUNDAY,2,,,3,04:35,21:16,04:44,20:58,16500,76560,17040,75480,837,212.187,27,13.2,137
39,12,12,THURSDAY,2,,,2,04:10,21:46,04:20,21:28,15000,78360,15600,77280,861,199.38,28,14.5,167
40,12,12,THURSDAY,2,,,4,04:10,21:46,04:20,21:28,15000,78360,15600,77280,861,199.38,28,14.5,167
41,12,12,THURSDAY,2,,,6,04:35,21:16,04:44,20:58,16500,76560,17040,75480,837,212.187,27,13.2,137
42,12,12,TUESDAY,2,,,1,04:10,21:46,04:20,21:28,15000,78360,15600,77280,861,199.38,28,14.5,167
43,12,12,TUESDAY,2,,,2,04:10,21:46,04:20,21:28,15000,78360,15600,77280,861,199.38,28,14.5,167
44,12,12,WEDNESDAY,2,,,2,04:10,21:46,04:20,21:28,15000,78360,15600,77280,861,199.38,28,14.5,167
45,12,12,WEDNESDAY,2,,,4,04:10,21:46,04:20,21:28,15000,78360,15600,77280,861,199.38,28,14.5,167
46,122,122,FRIDAY,2,,,2,07:22,19:40,07:40,19:22,26520,70800,27600,69720,600,136.649,36,21.0,102
47,122,122,FRIDAY,2,,,5,07:22,19:40,07:40,19:22,26520,70800,27600,69720,600,136.649,36,21.0,102
48,122,122,MONDAY,2,,,2,07:22,19:40,07:40,19:22,26520,70800,27600,69720,600,136.649,36,21.0,102
49,122,122,MONDAY,2,,,4,07:22,19:40,07:40,19:22,26520,70800,27600,69720,600,136.649,36,21.0,102
50,122,122,THURSDAY,2,,,2,07:22,19:40,07:40,19:22,26520,70800,27600,69720,600,136.649,36,21.0,102
51,122,122,THURSDAY,2,,,4,07:22,19:40,07:40,19:22,26520,70800,27600,69720,600,136.649,36,21.0,102
52,122,122,TUESDAY,2,,,1,07:22,19:40,07:40,19:22,26520,70800,27600,69720,600,136.649,36,21.0,102
53,122,122,TUESDAY,2,,,2,07:22,19:40,07:40,19:22,26520,70800,27600,69720,600,136.649,36,21.0,102
54,122,122,WEDNESDAY,2,,,2,07:22,19:40,07:40,19:22,26520,70800,27600,69720,600,136.649,36,21.0,102
55,122,122,WEDNESDAY,2,,,4,07:22,19:40,07:40,19:22,26520,70800,27600,69720,600,136.649,36,21.0,102
56,13,13,FRIDAY,3,,,2,05:33,20:20,05:39,20:01,19980,73200,20340,72060,726,169.319,25,7.0,136
57,13,13,FRIDAY,3,,,5,05:33,20:20,05:39,20:01,19980,73200,20340,72060,726,169.319,25,7.0,136
58,13,13,MONDAY,3,,,2,05:33,20:20,05:39,20:01,19980,73200,20340,72060,726,169.319,25,7.0,136
59,13,13,MONDAY,3,,,4,05:33,20:20,05:39,20:01,19980,73200,20340,72060,726,169.319,25,7.0,136
60,13,13,SATURDAY,3,,,6,05:33,19:07,05:39,18:48,19980,68820,20340,67680,648,153.659,25,7.0,141
61,13,13,SUNDAY,3,,,3,05:33,19:07,05:39,18:48,19980,68820,20340,67680,648,153.659,25,7.0,141
62,13,13,THURSDAY,3,,,2,05:33,20:20,05:39,20:01,19980,73200,20340,72060,726,169.319,25,7.0,136
63,13,13,THURSDAY,3,,,4,05:33,20:20,05:39,20:01,19980,73200,20340,72060,726,169.319,25,7.0,136
64,13,13,THURSDAY,3,,,6,05:33,19:07,05:39,18:48,19980,68820,20340,67680,648,153.659,25,7.0,141
65,13,13,TUESDAY,3,,,1,05:33,20:20,05:39,20:01,19980,73200,20340,72060,726,169.319,25,7.0,136
66,13,13,TUESDAY,3,,,2,05:33,20:20,05:39,20:01,19980,73200,20340,72060,726,169.319,25,7.0,136
67,13,13,WEDNESDAY,3,,,2,05:33,20:20,05:39,20:01,19980,73200,20340,72060,726,169.319,25,7.0,136
68,13,13,WEDNESDAY,3,,,4,05:33,20:20,05:39,20:01,19980,73200,20340,72060,726,169.319,25,7.0,136
69,14,14,FRIDAY,4,,,2,06:55,08:22,07:05,08:16,24900,30120,25500,29760,71,13.8315,16,6.0,0
70,14,14,FRIDAY,4,,,5,06:55,08:22,07:05,08:16,24900,30120,25500,29760,71,13.8315,16,6.0,0
71,14,14,MONDAY,4,,,2,06:55,08:22,07:05,08:16,24900,30120,25500,29760,71,13.8315,16,6.0,0
72,14,14,MONDAY,4,,,4,06:55,08:22,07:05,08:16,24900,30120,25500,29760,71,13.8315,16,6.0,0
73,14,14,THURSDAY,4,,,2,06:55,08:22,07:05,08:16,24900,30120,25500,29760,71,13.8315,16,6.0,0
74,14,14,THURSDAY,4,,,4,06:55,08:22,07:05,08:16,24900,30120,25500,29760,71,13.8315,16,6.0,0
75,14,14,TUESDAY,4,,,1,06:55,08:22,07:05,08:16,24900,30120,25500,29760,71,13.8315,16,6.0,0
76,14,14,TUESDAY,4,,,2,06:55,08:22,07:05,08:16,24900,30120,25500,29760,71,13.8315,16,6.0,0
77,14,14,WEDNESDAY,4,,,2,06:55,08:22,07:05,08:16,24900,30120,25500,29760,71,13.8315,16,6.0,0
78,14,14,WEDNESDAY,4,,,4,06:55,08:22,07:05,08:16,24900,30120,25500,29760,71,13.8315,16,6.0,0
79,15,15,FRIDAY,5,,,2,05:38,20:35,05:45,20:14,20280,74100,20700,72840,743,183.026,28,10.2,126
80,15,15,FRIDAY,5,,,5,05:38,20:35,05:45,20:14,20280,74100,20700,72840,743,183.026,28,10.2,126
81,15,15,MONDAY,5,,,2,05:38,20:35,05:45,20:14,20280,74100,20700,72840,743,183.026,28,10.2,126
82,15,15,MONDAY,5,,,4,05:38,20:35,05:45,20:14,20280,74100,20700,72840,743,183.026,28,10.2,126
83,15,15,SATURDAY,5,,,6,06:09,21:15,06:30,21:02,22140,76500,23400,75720,738,182.057,34,14.3,134
84,15,15,SUNDAY,5,,,3,06:09,21:15,06:30,21:02,22140,76500,23400,75720,738,182.057,34,14.3,134
85,15,15,THURSDAY,5,,,2,05:38,20:35,05:45,20:14,20280,74100,20700,72840,743,183.026,28,10.2,126
86,15,15,THURSDAY,5,,,4,05:38,20:35,05:45,20:14,20280,74100,20700,72840,743,183.026,28,10.2,126
87,15,15,THURSDAY,5,,,6,06:09,21:15,06:30,21:02,22140,76500,23400,75720,738,182.057,34,14.3,134
88,15,15,TUESDAY,5,,,1,05:38,20:35,05:45,20:14,20280,74100,20700,72840,743,183.026,28,10.2,126
89,15,15,TUESDAY,5,,,2,05:38,20:35,05:45,20:14,20280,74100,20700,72840,743,183.026,28,10.2,126
90,15,15,WEDNESDAY,5,,,2,05:38,20:35,05:45,20:14,20280,74100,20700,72840,743,183.026,28,10.2,126
91,15,15,WEDNESDAY,5,,,4,05:38,20:35,05:45,20:14,20280,74100,20700,72840,743,183.026,28,10.2,126
92,21X,21X,FRIDAY,1X,,,2,05:12,18:51,05:24,18:39,18720,67860,19440,67140,620,178.188,24,7.7,175
93,21X,21X,FRIDAY,1X,,,5,05:12,18:51,05:24,18:39,18720,67860,19440,67140,620,178.188,24,7.7,175
94,21X,21X,MONDAY,1X,,,2,05:12,18:51,05:24,18:39,18720,67860,19440,67140,620,178.188,24,7.7,175
95,21X,21X,MONDAY,1X,,,4,05:12,18:51,05:24,18:39,18720,67860,19440,67140,620,178.188,24,7.7,175
96,21X,21X,SATURDAY,1X,,,6,08:12,18:51,08:24,18:39,29520,67860,30240,67140,484,138.591,24,7.7,131
97,21X,21X,SUNDAY,1X,,,3,08:12,18:51,08:24,18:39,29520,67860,30240,67140,486,138.591,24,7.7,129
98,21X,21X,THURSDAY,1X,,,2,05:12,18:51,05:24,18:39,18720,67860,19440,67140,620,178.188,24,7.7,175
99,21X,21X,THURSDAY,1X,,,4,05:12,18:51,05:24,18:39,18720,67860,19440,67140,620,178.188,24,7.7,175
100,21X,21X,THURSDAY,1X,,,6,08:12,18:51,08:24,18:39,29520,67860,30240,67140,484,138.591,24,7.7,131
101,21X,21X,TUESDAY,1X,,,1,05:12,18:51,05:24,18:39,18720,67860,19440,67140,620,178.188,24,7.7,175
102,21X,21X,TUESDAY,1X,,,2,05:12,18:51,05:24,18:39,18720,67860,19440,67140,620,178.188,24,7.7,175
103,21X,21X,WEDNESDAY,1X,,,2,05:12,18:51,05:24,18:39,18720,67860,19440,67140,620,178.188,24,7.7,175
104,21X,21X,WEDNESDAY,1X,,,4,05:12,18:51,05:24,18:39,18720,67860,19440,67140,620,178.188,24,7.7,175
105,22,22,FRIDAY,2,,,2,04:20,21:38,04:28,21:20,15600,77880,16080,76800,844,197.76,26,12.8,168
106,22,22,FRIDAY,2,,,5,04:20,21:38,04:28,21:20,15600,77880,16080,76800,844,197.76,26,12.8,168
107,22,22,MONDAY,2,,,2,04:20,21:38,04:28,21:20,15600,77880,16080,76800,844,197.76,26,12.8,168
108,22,22,MONDAY,2,,,4,04:20,21:38,04:28,21:20,15600,77880,16080,76800,844,197.76,26,12.8,168
109,22,22,SATURDAY,2,,,6,04:46,21:56,04:53,21:38,17160,78960,17580,77880,860,220.261,25,12.3,145
110,22,22,SUNDAY,2,,,3,04:46,21:56,04:53,21:38,17160,78960,17580,77880,860,220.261,25,12.3,145
111,22,22,THURSDAY,2,,,2,04:20,21:38,04:28,21:20,15600,77880,16080,76800,844,197.76,26,12.8,168
112,22,22,THURSDAY,2,,,4,04:20,21:38,04:28,21:20,15600,77880,16080,76800,844,197.76,26,12.8,168
113,22,22,THURSDAY,2,,,6,04:46,21:56,04:53,21:38,17160,78960,17580,77880,860,220.261,25,12.3,145
114,22,22,TUESDAY,2,,,1,04:20,21:38,04:28,21:20,15600,77880,16080,76800,844,197.76,26,12.8,168
115,22,22,TUESDAY,2,,,2,04:20,21:38,04:28,21:20,15600,77880,16080,76800,844,197.76,26,12.8,168
116,22,22,WEDNESDAY,2,,,2,04:20,21:38,04:28,21:20,15600,77880,16080,76800,844,197.76,26,12.8,168
117,22,22,WEDNESDAY,2,,,4,04:20,21:38,04:28,21:20,15600,77880,16080,76800,844,197.76,26,12.8,168
118,23,23,FRIDAY,3,,,2,06:00,20:07,06:05,19:52,21600,72420,21900,71520,695,161.09,20,5.7,132
119,23,23,FRIDAY,3,,,5,06:00,20:07,06:05,19:52,21600,72420,21900,71520,695,161.09,20,5.7,132
120,23,23,MONDAY,3,,,2,06:00,20:07,06:05,19:52,21600,72420,21900,71520,695,161.09,20,5.7,132
121,23,23,MONDAY,3,,,4,06:00,20:07,06:05,19:52,21600,72420,21900,71520,695,161.09,20,5.7,132
122,23,23,SATURDAY,3,,,6,06:00,18:44,06:05,18:29,21600,67440,21900,66540,623,145.702,20,5.7,121
123,23,23,SUNDAY,3,,,3,06:00,18:44,06:05,18:29,21600,67440,21900,66540,623,145.702,20,5.7,121
124,23,23,THURSDAY,3,,,2,06:00,20:07,06:05,19:52,21600,72420,21900,71520,695,161.09,20,5.7,132
125,23,23,THURSDAY,3,,,4,06:00,20:07,06:05,19:52,21600,72420,21900,71520,695,161.09,20,5.7,132
126,23,23,THURSDAY,3,,,6,06:00,18:44,06:05,18:29,21600,67440,21900,66540,623,145.702,20,5.7,121
127,23,23,TUESDAY,3,,,1,06:00,20:07,06:05,19:52,21600,72420,21900,71520,695,161.09,20,5.7,132
128,23,23,TUESDAY,3,,,2,06:00,20:07,06:05,19:52,21600,72420,21900,71520,695,161.09,20,5.7,132
129,23,23,WEDNESDAY,3,,,2,06:00,20:07,06:05,19:52,21600,72420,21900,71520,695,161.09,20,5.7,132
130,23,23,WEDNESDAY,3,,,4,06:00,20:07,06:05,19:52,21600,72420,21900,71520,695,161.09,20,5.7,132
131,24,24,FRIDAY,4,,,2,15:13,16:47,15:23,16:41,54780,60420,55380,60060,78,13.8315,16,6.0,0
