,timestamp,vid,rtpidatafeed,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,spd,tatripid,origtatripno,tablockid,zone,mode,psgld,stst,stsd,oid,or_,rid,blk,tripid,tripdyn
122,1750292618,2311,None,20250618 17:23:38,33.916314373312744,-118.25121606004248,91.0,9,5,LAX Transit Center >> Willowbrook / Rosa,55199.0,0,22.0,37744,37744,15,,1,N/A,59700.0,2025-06-18,90419,False,504,502,766020,0
123,1750292616,2302,None,20250618 17:23:36,33.895014999999994,-118.36997833333335,307.0,4,1X,Harbor Fwy Station > Redondo Beach Station,51312.0,0,0.0,37087,37087,21X,,1,N/A,59820.0,2025-06-18,83414,False,227,902,166020,0
124,1750292614,0890,None,20250618 17:23:34,33.89137,-118.29652,208.0,-1,U,,0.0,0,0.0,N/A,,N/A,,1,N/A,,,N/A,True,N/A,,,0
125,1750292613,2317,None,20250618 17:23:33,33.78986665000719,-118.2979505534389,225.0,31,2,Kaiser Hospital >> Kaiser Hospital,567.0,0,0.0,37274,37274,72,,1,N/A,62400.0,2025-06-18,125179,False,214,2702,754020,0
126,1750292611,2008,None,20250618 17:23:31,33.90484666666667,-118.31078666666666,343.0,-1,U,,0.0,0,0.0,N/A,,N/A,,1,N/A,,,125419,True,N/A,,,0
127,1750292608,2002,None,20250618 17:23:28,33.904023333333335,-118.31015000000001,95.0,-1,U,,0.0,0,0.0,N/A,,N/A,,1,N/A,,,N/A,True,N/A,,,0
128,1750292582,2317,None,20250618 17:23:02,33.78986665000719,-118.2979505534389,225.0,31,2,Kaiser Hospital >> Kaiser Hospital,567.0,0,0.0,37274,37274,72,,1,N/A,62400.0,2025-06-18,125179,False,214,2702,754020,0
129,1750292579,2008,None,20250618 17:22:59,33.90484666666667,-118.31078666666666,343.0,-1,U,,0.0,0,0.0,N/A,,N/A,,1,N/A,,,125419,True,N/A,,,0
130,1750292578,2015,None,20250618 17:22:58,33.79755130137616,-118.29733435182185,339.0,49,2,Kaiser Hospital >> Kaiser Hospital,3194.0,0,0.0,37322,37322,112,,1,N/A,62400.0,2025-06-18,123244,False,221,702,417020,0
131,1750292578,2009,None,20250618 17:22:58,33.78944986933262,-118.30434186036351,72.0,49,2,Kaiser Hospital >> Kaiser Hospital,112206.0,0,9.0,37317,37317,122,,1,N/A,56400.0,2025-06-18,123504,False,222,802,421020,0
132,1750292577,R5,None,20250618 17:22:57,33.90466584,-118.30982151,82.0,-1,U,,0.0,0,0.0,N/A,,N/A,,1,N/A,,,N/A,True,N/A,,,0
133,1750292577,2319,None,20250618 17:22:57,33.86670569858838,-118.29158447912528,63.0,49,2,Kaiser Hospital >> Kaiser Hospital,29719.0,0,0.0,37321,37321,52,,1,N/A,61200.0,2025-06-18,114875,False,217,2502,389020,0
134,1750292577,2313,None,20250618 17:22:57,33.921261209149904,-118.28192652135618,26.0,14,1X,Redondo Beach Station > Harbor Fwy Station,47714.0,0,18.0,37071,37071,11X,,1,N/A,59940.0,2025-06-18,124917,False,306,102,128020,0
135,1750292577,2311,None,20250618 17:22:57,33.916370005772244,-118.25657341617655,89.0,9,5,LAX Transit Center >> Willowbrook / Rosa,53493.0,0,19.0,37744,37744,15,,1,N/A,59700.0,2025-06-18,90419,False,504,502,766020,0
136,1750292577,2002,None,20250618 17:22:57,33.90403166666667,-118.31016666666667,95.0,-1,U,,0.0,0,4.0,N/A,,N/A,,1,N/A,,,N/A,True,N/A,,,0
