,TRIP_ID,BLOCK_ID_GTFS,BLOCK_ID_USER,DAY,ROUTE_TYPE,ROUTE_ID,SERVICE_ID,SHAPE_ID,START_TIME,END_TIME,ST,ET,INITIAL_LAT,INITIAL_LONG,FINAL_LAT,FINAL_LONG,TRIP_NAME,TRIP_DISTANCE,TRIP_ALTITUDE,TRIP_ASCENDING,TRIP_DESCENDING,TRIP_PEAKS,TRIP_TYPE,TRIP_INDEX
0,100020,13,13,FRIDAY,Bus,3,2,shp-3-54,08:15,09:02,29700,32520,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,4
1,100020,13,13,MONDAY,Bus,3,2,shp-3-54,08:15,09:02,29700,32520,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,4
2,100020,13,13,THURSDAY,Bus,3,2,shp-3-54,08:15,09:02,29700,32520,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,4
3,100020,13,13,TUESDAY,Bus,3,2,shp-3-54,08:15,09:02,29700,32520,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,4
4,100020,13,13,WEDNESDAY,Bus,3,2,shp-3-54,08:15,09:02,29700,32520,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,4
5,100080,13,13,FRIDAY,Bus,3,5,shp-3-54,08:15,09:02,29700,32520,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,4
6,100090,13,13,MONDAY,Bus,3,4,shp-3-54,08:15,09:02,29700,32520,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,4
7,100090,13,13,THURSDAY,Bus,3,4,shp-3-54,08:15,09:02,29700,32520,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,4
8,100090,13,13,WEDNESDAY,Bus,3,4,shp-3-54,08:15,09:02,29700,32520,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,4
9,100100,13,13,TUESDAY,Bus,3,1,shp-3-54,08:15,09:02,29700,32520,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,4
10,10070,42,42,SATURDAY,Bus,2,6,shp-2-06,18:00,19:30,64800,70200,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,9
11,10070,42,42,THURSDAY,Bus,2,6,shp-2-06,18:00,19:30,64800,70200,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,9
12,101070,12,12,SATURDAY,Bus,2,6,shp-2-60,11:15,12:45,40500,45900,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,5
13,101070,12,12,THURSDAY,Bus,2,6,shp-2-60,11:15,12:45,40500,45900,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,5
14,1020,23,23,FRIDAY,Bus,3,2,shp-3-02,10:30,11:17,37800,40620,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,6
15,1020,23,23,MONDAY,Bus,3,2,shp-3-02,10:30,11:17,37800,40620,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,6
16,1020,23,23,THURSDAY,Bus,3,2,shp-3-02,10:30,11:17,37800,40620,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,6
17,1020,23,23,TUESDAY,Bus,3,2,shp-3-02,10:30,11:17,37800,40620,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,6
18,1020,23,23,WEDNESDAY,Bus,3,2,shp-3-02,10:30,11:17,37800,40620,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,6
19,102020,45,45,FRIDAY,Bus,5,2,shp-5-01,18:06,18:57,65160,68220,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,12
20,102020,45,45,MONDAY,Bus,5,2,shp-5-01,18:06,18:57,65160,68220,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,12
21,102020,45,45,THURSDAY,Bus,5,2,shp-5-01,18:06,18:57,65160,68220,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,12
22,102020,45,45,TUESDAY,Bus,5,2,shp-5-01,18:06,18:57,65160,68220,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,12
23,102020,45,45,WEDNESDAY,Bus,5,2,shp-5-01,18:06,18:57,65160,68220,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,12
24,102080,45,45,FRIDAY,Bus,5,5,shp-5-01,18:06,18:57,65160,68220,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,12
25,102090,45,45,MONDAY,Bus,5,4,shp-5-01,18:06,18:57,65160,68220,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,12
26,102090,45,45,THURSDAY,Bus,5,4,shp-5-01,18:06,18:57,65160,68220,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,12
27,102090,45,45,WEDNESDAY,Bus,5,4,shp-5-01,18:06,18:57,65160,68220,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,12
28,102100,45,45,TUESDAY,Bus,5,1,shp-5-01,18:06,18:57,65160,68220,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,12
29,103020,72,72,FRIDAY,Bus,2,2,shp-2-60,07:20,08:56,26400,32160,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
30,103020,72,72,MONDAY,Bus,2,2,shp-2-60,07:20,08:56,26400,32160,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
31,103020,72,72,THURSDAY,Bus,2,2,shp-2-60,07:20,08:56,26400,32160,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
32,103020,72,72,TUESDAY,Bus,2,2,shp-2-60,07:20,08:56,26400,32160,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
33,103020,72,72,WEDNESDAY,Bus,2,2,shp-2-60,07:20,08:56,26400,32160,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
34,103080,72,72,FRIDAY,Bus,2,5,shp-2-60,07:20,08:56,26400,32160,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
35,103090,72,72,MONDAY,Bus,2,4,shp-2-60,07:20,08:56,26400,32160,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
36,103090,72,72,THURSDAY,Bus,2,4,shp-2-60,07:20,08:56,26400,32160,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
37,103090,72,72,WEDNESDAY,Bus,2,4,shp-2-60,07:20,08:56,26400,32160,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
38,103100,72,72,TUESDAY,Bus,2,1,shp-2-60,07:20,08:56,26400,32160,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
39,104010,23,23,SUNDAY,Bus,3,3,shp-3-51,06:05,06:21,21900,22860,33.888761,-118.308782,33.86808,-118.357314,Redondo Beach & Western Ave >> South Bay Galleria,3.8196,15.0183,22.1365,-10.2604,4,STANDARD,1
40,105020,72,72,FRIDAY,Bus,2,2,shp-2-06,13:20,15:01,48000,54060,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,5
41,105020,72,72,MONDAY,Bus,2,2,shp-2-06,13:20,15:01,48000,54060,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,5
42,105020,72,72,THURSDAY,Bus,2,2,shp-2-06,13:20,15:01,48000,54060,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,5
43,105020,72,72,TUESDAY,Bus,2,2,shp-2-06,13:20,15:01,48000,54060,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,5
44,105020,72,72,WEDNESDAY,Bus,2,2,shp-2-06,13:20,15:01,48000,54060,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,5
45,105080,72,72,FRIDAY,Bus,2,5,shp-2-06,13:20,15:01,48000,54060,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,5
46,105090,72,72,MONDAY,Bus,2,4,shp-2-06,13:20,15:01,48000,54060,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,5
47,105090,72,72,THURSDAY,Bus,2,4,shp-2-06,13:20,15:01,48000,54060,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,5
48,105090,72,72,WEDNESDAY,Bus,2,4,shp-2-06,13:20,15:01,48000,54060,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,5
49,105100,72,72,TUESDAY,Bus,2,1,shp-2-06,13:20,15:01,48000,54060,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,5
50,106020,11X,11X,FRIDAY,Bus,1X,2,shp-1X-51,06:52,07:24,24720,26640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,3
51,106020,11X,11X,MONDAY,Bus,1X,2,shp-1X-51,06:52,07:24,24720,26640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,3
52,106020,11X,11X,THURSDAY,Bus,1X,2,shp-1X-51,06:52,07:24,24720,26640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,3
53,106020,11X,11X,TUESDAY,Bus,1X,2,shp-1X-51,06:52,07:24,24720,26640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,3
54,106020,11X,11X,WEDNESDAY,Bus,1X,2,shp-1X-51,06:52,07:24,24720,26640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,3
55,106080,11X,11X,FRIDAY,Bus,1X,5,shp-1X-51,06:52,07:24,24720,26640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,3
56,106090,11X,11X,MONDAY,Bus,1X,4,shp-1X-51,06:52,07:24,24720,26640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,3
57,106090,11X,11X,THURSDAY,Bus,1X,4,shp-1X-51,06:52,07:24,24720,26640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,3
58,106090,11X,11X,WEDNESDAY,Bus,1X,4,shp-1X-51,06:52,07:24,24720,26640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,3
59,106100,11X,11X,TUESDAY,Bus,1X,1,shp-1X-51,06:52,07:24,24720,26640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,3
60,107020,15,15,FRIDAY,Bus,5,2,shp-5-52,17:33,18:21,63180,66060,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,13
61,107020,15,15,MONDAY,Bus,5,2,shp-5-52,17:33,18:21,63180,66060,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,13
62,107020,15,15,THURSDAY,Bus,5,2,shp-5-52,17:33,18:21,63180,66060,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,13
63,107020,15,15,TUESDAY,Bus,5,2,shp-5-52,17:33,18:21,63180,66060,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,13
64,107020,15,15,WEDNESDAY,Bus,5,2,shp-5-52,17:33,18:21,63180,66060,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,13
65,107080,15,15,FRIDAY,Bus,5,5,shp-5-52,17:33,18:21,63180,66060,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,13
66,107090,15,15,MONDAY,Bus,5,4,shp-5-52,17:33,18:21,63180,66060,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,13
67,107090,15,15,THURSDAY,Bus,5,4,shp-5-52,17:33,18:21,63180,66060,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,13
68,107090,15,15,WEDNESDAY,Bus,5,4,shp-5-52,17:33,18:21,63180,66060,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,13
69,107100,15,15,TUESDAY,Bus,5,1,shp-5-52,17:33,18:21,63180,66060,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,13
70,1080,23,23,FRIDAY,Bus,3,5,shp-3-02,10:30,11:17,37800,40620,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,6
71,108020,12,12,FRIDAY,Bus,2,2,shp-2-06,18:00,19:42,64800,70920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,8
72,108020,12,12,MONDAY,Bus,2,2,shp-2-06,18:00,19:42,64800,70920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,8
73,108020,12,12,THURSDAY,Bus,2,2,shp-2-06,18:00,19:42,64800,70920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,8
74,108020,12,12,TUESDAY,Bus,2,2,shp-2-06,18:00,19:42,64800,70920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,8
75,108020,12,12,WEDNESDAY,Bus,2,2,shp-2-06,18:00,19:42,64800,70920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,8
76,108080,12,12,FRIDAY,Bus,2,5,shp-2-06,18:00,19:42,64800,70920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,8
77,108090,12,12,MONDAY,Bus,2,4,shp-2-06,18:00,19:42,64800,70920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,8
78,108090,12,12,THURSDAY,Bus,2,4,shp-2-06,18:00,19:42,64800,70920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,8
79,108090,12,12,WEDNESDAY,Bus,2,4,shp-2-06,18:00,19:42,64800,70920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,8
80,108100,12,12,TUESDAY,Bus,2,1,shp-2-06,18:00,19:42,64800,70920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,8
81,1090,23,23,MONDAY,Bus,3,4,shp-3-02,10:30,11:17,37800,40620,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,6
82,1090,23,23,THURSDAY,Bus,3,4,shp-3-02,10:30,11:17,37800,40620,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,6
83,1090,23,23,WEDNESDAY,Bus,3,4,shp-3-02,10:30,11:17,37800,40620,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,6
84,109010,42,42,SUNDAY,Bus,2,3,shp-2-60,05:43,07:12,20580,25920,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
85,1100,23,23,TUESDAY,Bus,3,1,shp-3-02,10:30,11:17,37800,40620,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,6
86,11010,11X,11X,SUNDAY,Bus,1X,3,shp-1X-51,14:22,14:54,51720,53640,33.928693,-118.281866,33.894518,-118.369928,Harbor Fwy Station > Redondo Beach Station,9.71572,48.9601,20.1157,-50.0903,10,STANDARD,10
87,111070,52,52,SATURDAY,Bus,2,6,shp-2-06,06:30,07:59,23400,28740,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,2
88,111070,52,52,THURSDAY,Bus,2,6,shp-2-06,06:30,07:59,23400,28740,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,23.1168,15.467,129.09,-130.213,39,STANDARD,2
89,112010,13,13,SUNDAY,Bus,3,3,shp-3-54,06:15,07:01,22500,25260,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,2
90,113010,43,43,SUNDAY,Bus,3,3,shp-3-02,07:00,07:42,25200,27720,33.86808,-118.357314,33.898112,-118.223258,South Bay Galleria >> MLK Transit Center,11.6211,31.5652,28.0311,-39.6989,13,STANDARD,2
91,114010,23,23,SUNDAY,Bus,3,3,shp-3-54,07:15,08:01,26100,28860,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,3
92,115010,43,43,SUNDAY,Bus,3,3,shp-3-54,13:47,14:45,49620,53100,33.898112,-118.223258,33.86808,-118.357314,MLK Transit Center >> South Bay Galleria,11.4232,20.1958,35.3006,-27.4643,12,STANDARD,9
93,116070,15,15,SATURDAY,Bus,5,6,shp-5-52,15:35,16:23,56100,58980,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,10
94,116070,15,15,THURSDAY,Bus,5,6,shp-5-52,15:35,16:23,56100,58980,33.928608,-118.238286,33.951202,-118.37814,Willowbrook / Rosa Park Station >> LAX TC,12.8983,27.6482,49.4927,-47.6458,16,STANDARD,10
95,117020,112,112,FRIDAY,Bus,2,2,shp-2-60,09:20,10:59,33600,39540,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
96,117020,112,112,MONDAY,Bus,2,2,shp-2-60,09:20,10:59,33600,39540,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
97,117020,112,112,THURSDAY,Bus,2,2,shp-2-60,09:20,10:59,33600,39540,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
98,117020,112,112,TUESDAY,Bus,2,2,shp-2-60,09:20,10:59,33600,39540,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
99,117020,112,112,WEDNESDAY,Bus,2,2,shp-2-60,09:20,10:59,33600,39540,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
100,117080,112,112,FRIDAY,Bus,2,5,shp-2-60,09:20,10:59,33600,39540,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
101,117090,112,112,MONDAY,Bus,2,4,shp-2-60,09:20,10:59,33600,39540,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
102,117090,112,112,THURSDAY,Bus,2,4,shp-2-60,09:20,10:59,33600,39540,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
103,117090,112,112,WEDNESDAY,Bus,2,4,shp-2-60,09:20,10:59,33600,39540,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
104,117100,112,112,TUESDAY,Bus,2,1,shp-2-60,09:20,10:59,33600,39540,33.788719,-118.297449,33.788719,-118.297449,Kaiser Hospital >> Kaiser Hospital,22.4328,15.467,123.272,-123.348,27,STANDARD,2
105,118020,25,25,FRIDAY,Bus,5,2,shp-5-01,15:02,15:57,54120,57420,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,10
106,118020,25,25,MONDAY,Bus,5,2,shp-5-01,15:02,15:57,54120,57420,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,10
107,118020,25,25,THURSDAY,Bus,5,2,shp-5-01,15:02,15:57,54120,57420,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,10
108,118020,25,25,TUESDAY,Bus,5,2,shp-5-01,15:02,15:57,54120,57420,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,10
109,118020,25,25,WEDNESDAY,Bus,5,2,shp-5-01,15:02,15:57,54120,57420,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,10
110,118080,25,25,FRIDAY,Bus,5,5,shp-5-01,15:02,15:57,54120,57420,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,10
111,118090,25,25,MONDAY,Bus,5,4,shp-5-01,15:02,15:57,54120,57420,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,10
112,118090,25,25,THURSDAY,Bus,5,4,shp-5-01,15:02,15:57,54120,57420,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,10
113,118090,25,25,WEDNESDAY,Bus,5,4,shp-5-01,15:02,15:57,54120,57420,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,10
114,118100,25,25,TUESDAY,Bus,5,1,shp-5-01,15:02,15:57,54120,57420,33.951202,-118.37814,33.928608,-118.238286,LAX Transit Center >> Willowbrook / Rosa,11.9747,31.1402,48.2718,-51.6279,13,STANDARD,10
115,119010,7027X,7027X,SUNDAY,Bus,7X,3,shp-7X-59,20:15,20:51,72900,75060,33.952458,-118.343979,33.869036,-118.287704,PRAIRIE AND ARBOR VITAE >> Harbor Gtwy,10.5333,35.9391,73.8263,-101.383,12,STANDARD,16
