,entry_id,stsd,day,vid,tablockid,rt,tatripid,blk,tripid,pid,stst,start_timestamp,end_timestamp,time_driven,miles_driven,start_soc,end_soc,avg_temp,avg_speed,avg_speed_driven,max_speed,acceleration_avg,acceleration_max,acceleration_min,mile_soc,energy_used,kwh_mile,starting_alt,accu_ascending,accu_descending,num_peaks,weight,traffic,battery_capacity,driver_id,start_rm,end_rm,odo,source
0,1,2024-08-19,MONDAY,2402,,2,,42,-913209012,,,1724106224,1724108922,44.9667,6.37527,93.6,90.8,,10.055,21.8845,39.6124,-0.0582892,0.680828,-0.8362,2.27689,18.8726,2.96029,19.6075,17.378,-20.7531,14.0,0.0,0.1304,686.0,113501,,,2189.02,Clever
1,2,2024-08-19,MONDAY,2402,,2,,142,-1418960194,,,1724111519,1724111855,5.6,1.14954,87.6,87.2,,21.8024,21.8024,35.0104,-0.355249,0.482253,-1.50406,2.87384,2.38389,2.07379,11.0107,1.84506,-3.98087,2.0,0.0,0.0,686.0,113501,,,2202.33,Clever
2,3,2024-08-20,TUESDAY,2402,,PO,,23,830033,,,1724158503,1724159062,9.31667,0.177091,84.4,84.0,,1.24829,8.73803,8.73803,0.0391016,0.273711,0.0,0.442726,0.706802,3.99119,15.3653,0.0,-0.64205,0.0,0.0,0.3636,686.0,110689,,,2208.07,Clever
3,4,2024-08-20,TUESDAY,2402,,3,,23,560030,,,1724168504,1724171404,48.3333,9.79902,72.8,67.6,,12.5164,20.2188,44.2047,-0.231634,1.57077,-2.50401,1.88443,26.6883,2.72357,20.1067,24.4848,-24.346,11.0,0.0,0.0652,686.0,110689,,,2237.39,Clever
4,5,2024-08-20,TUESDAY,2402,,3,,23,382030,,,1724171445,1724175060,60.25,11.02,67.6,62.8,79.92,10.9749,18.5201,41.1173,0.102253,5.83908,-1.3063,2.29583,31.4197,2.85115,20.0768,32.8779,-25.2631,15.0,0.0,0.0328,686.0,110689,,,2247.32,Clever
5,6,2024-08-20,TUESDAY,2402,,3,,23,41030,,,1724175107,1724178154,50.7833,10.554,62.4,57.6,79.92,15.5035,22.2862,45.8649,-0.170597,1.14426,-1.43311,2.19875,29.0016,2.74793,31.2127,23.9352,-35.5992,14.0,0.0,0.0385,686.0,108093,,,2258.46,Clever
6,7,2024-08-20,TUESDAY,2402,,3,,23,613030,,,1724178238,1724181942,61.7333,11.1381,57.6,52.0,79.92,12.8337,20.6117,44.6125,-0.0791237,2.14907,-2.61069,1.98895,33.6447,3.02069,20.0768,36.4896,-25.3537,15.0,0.0,0.0,686.0,108093,,,2269.49,Clever
7,8,2024-08-20,TUESDAY,2402,,3,,23,4030,,,1724182015,1724185173,52.6333,10.5913,52.4,48.0,79.92,11.3789,18.7201,37.7192,-0.0295025,1.50406,-1.53638,2.40711,25.4024,2.39843,31.2127,30.0162,-41.589,17.0,0.0,0.0,686.0,108093,,,2280.62,Clever
8,9,2024-08-20,TUESDAY,2402,,3,,23,468030,,,1724185259,1724189521,71.0333,11.1474,47.6,42.0,79.92,14.4407,22.0858,38.3794,-0.0483937,2.10568,-2.31762,1.99061,30.9725,2.77845,20.0768,36.5262,-25.3902,17.0,0.0,0.1944,686.0,108093,,,2291.63,Clever
9,10,2024-08-20,TUESDAY,2402,,3,,23,636030,,,1724189575,1724192495,48.6667,10.5291,42.0,37.6,79.92,16.544,22.56,49.3504,-0.020543,1.46028,-1.54414,2.39298,24.4762,2.32462,27.9201,29.2255,-37.1422,13.0,0.0,0.04,686.0,108093,,,2302.85,Clever
10,11,2024-08-20,TUESDAY,2402,,3,,23,519030,,,1724192568,1724196659,68.1833,11.1474,37.6,32.8,79.92,13.3234,19.0334,41.6707,-0.0387416,1.74462,-2.61259,2.32238,24.8011,2.22484,20.0768,35.3769,-24.2409,17.0,0.0,0.2609,686.0,108093,,,2313.78,Clever
11,12,2024-08-20,TUESDAY,2402,,3,,23,571030,,,1724196700,1724196833,2.21667,0.0,32.8,32.8,79.92,0.0,,0.0,0.0,0.0,0.0,,0.0,,31.2127,0.0,0.0,0.0,0.0,1.0,686.0,108093,,,2324.93,Clever
12,13,2024-08-21,WEDNESDAY,2402,,PO,,23,830023,,,1724245553,1724245786,3.88333,0.0,83.6,83.6,79.92,0.0,,0.0,0.0,0.0,0.0,,0.0,,14.858,0.0,0.0,0.0,0.0,0.6,686.0,110689,108.245,108.245,2330.1,Clever
13,14,2024-08-27,TUESDAY,2401,,3,,23,382030,,,1724778218,1724779474,20.9333,3.6257,94.4,93.2,79.92,12.1237,19.8389,39.1464,-0.0676464,1.25868,-1.22755,3.02141,9.31699,2.56971,14.3366,20.3582,-3.48206,5.0,0.0,0.0909,686.0,108093,,,1830.98,Clever
14,15,2024-08-27,TUESDAY,2401,,3,,23,41030,,,1724779535,1724782803,54.4667,10.8087,93.2,88.4,79.92,12.3539,18.1191,37.5735,0.0362111,1.69271,-1.80487,2.25181,26.2799,2.43135,31.2127,26.9412,-38.1516,10.0,0.0,0.0545,686.0,108093,,,1834.61,Clever
15,16,2024-08-27,TUESDAY,2401,,3,,23,613030,,,1724782855,1724786744,64.8167,11.1381,88.4,84.0,79.92,11.4868,17.6404,41.8066,0.00437567,1.66596,-1.13987,2.53139,27.7254,2.48925,20.0768,37.008,-25.872,16.0,0.0,0.0,686.0,108093,,,1845.65,Clever
16,17,2024-08-27,TUESDAY,2401,,3,,23,4030,,,1724786805,1724789876,51.1833,10.6627,82.0,77.6,79.92,15.7368,20.6545,43.7096,0.042846,1.6121,-1.76189,2.42334,25.9225,2.43113,31.2127,27.6804,-38.5261,15.0,0.0,0.0769,686.0,108093,,,1856.79,Clever
17,18,2024-08-27,TUESDAY,2401,,3,,23,468030,,,1724789942,1724794021,67.9833,11.0542,77.6,73.2,79.92,14.6808,20.0895,41.9814,-0.0557985,1.54703,-1.30208,2.51232,27.3119,2.47073,19.9335,37.4387,-26.1595,13.0,0.0,0.0,686.0,108093,,,1867.9,Clever
18,19,2024-08-27,TUESDAY,2401,,3,,23,636030,,,1724794082,1724797421,55.65,10.7653,73.2,68.8,79.92,10.7589,17.8078,43.4863,0.0268033,2.01353,-1.84784,2.44666,27.1778,2.52458,31.2127,26.5581,-37.7684,13.0,0.0,0.0702,686.0,108093,,,1878.96,Clever
19,20,2024-08-27,TUESDAY,2401,,3,,23,519030,,,1724797504,1724806248,145.733,10.9361,68.4,62.4,79.92,5.91169,14.4681,41.5056,-0.0728907,1.43229,-1.38889,1.82268,30.2615,2.76711,20.1379,27.4256,-31.5363,56.0,0.0,0.0408,686.0,108093,,,1890.15,Clever
20,21,2024-08-27,TUESDAY,2402,,PO,,23,830033,,,1724763303,1724769001,94.9667,19.7099,78.8,72.8,79.92,14.4525,19.5966,41.7775,0.179025,2.02546,-1.21027,3.28498,39.5854,2.0084,16.0979,57.0191,-45.4905,29.0,0.0,0.9271,686.0,110689,94.5172,87.3205,2331.08,Clever
21,22,2024-08-27,TUESDAY,2402,,3,,23,748030,,,1724769042,1724772601,59.3167,8.18967,72.4,68.4,79.92,12.3727,19.4428,43.428,0.164759,5.7764,-1.24008,2.04742,19.3031,2.357,29.2168,26.777,-24.781,14.0,0.0,0.2167,686.0,110689,86.8407,78.6844,2351.13,Clever
22,23,2024-08-27,TUESDAY,2402,,3,,23,560030,,,1724772654,1724775338,44.7333,10.467,68.0,64.0,79.92,15.2889,23.5704,49.3019,0.0548582,2.21269,-1.98052,2.61675,24.9949,2.38798,26.8171,24.7426,-31.5562,10.0,0.0,0.1304,686.0,110689,81.5631,76.7653,2359.47,Clever
23,24,2024-08-27,TUESDAY,2402,,3,,23,382030,,,1724775410,1724777029,26.9833,5.63584,64.0,61.6,79.92,15.9879,25.1239,42.2532,0.161326,3.69248,-1.39216,2.34827,14.6994,2.6082,20.0768,10.2471,-19.3796,6.0,0.0,0.1071,686.0,110689,76.7653,73.8866,2370.34,Clever
24,25,2024-08-29,THURSDAY,2401,,PO,,23,830023,,,1724936520,1724936916,6.6,0.0,98.8,98.4,79.92,0.0,,0.0,0.0,0.0,0.0,0.0,0.245106,,16.0273,0.0,0.0,0.0,0.0,0.625,686.0,114870,148.79,142.164,1901.1,Clever
25,26,2024-09-03,TUESDAY,2401,,PO,,23,830033,,,1725368619,1725373777,85.9667,18.3739,98.0,91.6,79.92,14.8872,21.601,42.3892,0.0181759,1.77951,-1.82292,2.87092,43.8243,2.38514,14.9571,49.6262,-42.4948,21.0,0.0,0.9655,686.0,110689,147.586,137.947,1901.56,Clever
26,27,2024-09-03,TUESDAY,2401,,3,,23,748030,,,1725373856,1725377101,54.0833,9.06891,91.2,88.0,79.92,11.3771,18.5826,39.7969,0.0840667,2.30035,-1.99653,2.83404,22.3246,2.46166,22.3878,33.1093,-27.4159,19.0,0.0,0.0,686.0,110689,137.345,132.526,1920.16,Clever
27,28,2024-09-03,TUESDAY,2401,,3,,23,560030,,,1725377150,1725380037,48.1167,10.6565,88.0,84.8,79.92,12.3365,17.4412,37.8745,-0.2227,2.14822,-2.58663,3.33016,21.2486,1.99395,31.2127,25.0947,-36.6675,7.0,0.0,0.0204,686.0,110689,132.526,127.707,1929.45,Clever
28,29,2024-09-03,TUESDAY,2401,,3,,23,382030,,,1725380082,1725384872,79.8333,10.6472,84.4,79.6,79.92,7.48225,16.1713,41.5833,-0.229618,1.28919,-2.12759,2.21817,30.1221,2.82911,20.0768,34.8894,-27.2299,20.0,0.0,0.0864,686.0,110689,127.104,119.876,1940.52,Clever
29,30,2024-09-03,TUESDAY,2401,,3,,23,41030,,,1725384957,1725387468,41.85,10.5509,79.2,75.2,79.92,15.8482,18.0342,45.9426,-0.00496197,1.40421,-1.90972,2.63773,26.4329,2.50528,30.0005,23.0879,-33.982,6.0,0.0,0.0,686.0,108093,119.273,113.249,1951.84,Clever
30,31,2024-09-03,TUESDAY,2401,,3,,23,613030,,,1725387509,1725391492,66.3833,11.1536,74.8,70.0,79.92,11.6555,18.4231,42.3212,0.0623147,1.36166,-1.6059,2.32367,28.2061,2.52887,19.9335,34.229,-22.9499,14.0,0.0,0.0,686.0,108093,112.647,100.599,1962.69,Clever
31,32,2024-09-03,TUESDAY,2401,,3,,23,4030,,,1725391553,1725395100,59.1167,10.613,70.0,65.2,79.92,12.5485,24.5741,44.0979,-0.11308,1.28437,-1.5625,2.21104,27.2777,2.57021,31.2127,27.1888,-38.398,17.0,0.0,0.1167,686.0,108093,105.418,98.1896,1973.84,Clever
32,33,2024-09-03,TUESDAY,2401,,3,,23,468030,,,1725395141,1725398862,62.0167,11.1505,65.2,60.0,79.92,9.25784,14.027,36.4473,0.100026,2.10568,-1.53186,2.14433,28.9815,2.59912,20.0768,37.421,-26.285,21.0,0.0,0.0,686.0,108093,98.1896,85.5394,1984.86,Clever
33,34,2024-09-03,TUESDAY,2401,,3,,23,636030,,,1725398934,1725402779,64.0833,10.8243,60.0,54.8,79.92,11.1407,19.1481,44.7484,-0.160815,1.38889,-2.12674,2.0816,29.8336,2.75617,31.2127,25.8009,-36.4689,11.0,0.0,0.0923,686.0,108093,90.3586,82.5275,1996.01,Clever
34,35,2024-09-03,TUESDAY,2401,,3,,23,519030,,,1725402834,1725406550,61.9333,10.8616,54.8,49.6,79.92,10.0922,16.9289,43.5154,-0.0487852,1.59,-2.08333,2.08877,29.9467,2.75712,20.0768,33.06,-25.0555,14.0,0.0,0.0317,686.0,108093,82.5275,74.6964,2007.01,Clever
35,36,2024-09-03,TUESDAY,2401,,3,,23,571030,,,1725406622,1725409654,50.5333,8.43511,49.6,45.6,79.92,10.1793,13.0876,37.224,-0.0691842,1.16027,-1.86632,2.10878,22.731,2.69481,27.7153,23.4842,-25.1005,12.0,0.0,0.0385,686.0,108093,74.6964,68.6725,2018.22,Clever
36,37,2024-09-03,TUESDAY,2401,,3,,23,359030,,,1725409733,1725412981,54.1333,13.316,45.6,40.0,79.92,16.8616,23.1244,46.1756,-0.0362172,1.69271,-2.86458,2.37786,30.4664,2.28796,24.5922,34.9685,-29.5602,13.0,0.0,0.0364,686.0,108093,68.6725,60.239,2026.91,Clever
37,38,2024-09-03,TUESDAY,2401,,3,,23,378030,,,1725413039,1725416014,49.5833,10.8119,40.0,36.0,79.92,12.9224,20.4975,45.496,-0.0912946,2.27757,-3.34201,2.70298,21.3659,1.97616,27.1927,26.4727,-33.5886,10.0,0.0,0.2353,686.0,108093,60.239,54.2151,2040.52,Clever
38,39,2024-09-03,TUESDAY,2401,,3,,23,697030,,,1725416075,1725418011,32.2667,7.11159,36.0,33.2,79.92,13.3537,18.2095,39.6901,-0.418058,1.47569,-3.25521,2.53985,15.4006,2.16556,20.0768,14.4081,-19.7692,5.0,0.0,0.1212,686.0,108093,54.2151,49.9984,2051.34,Clever
39,40,2024-09-03,TUESDAY,2401,,PI,,23,902034,,,1725418064,1725418131,1.11667,0.0,33.2,33.2,79.92,26.719,26.719,26.719,0.477431,0.477431,0.477431,,0.0,,16.1557,0.0,0.0,0.0,0.0,0.0,686.0,108093,49.9984,49.9984,2059.18,Clever
40,41,2024-09-04,WEDNESDAY,2401,,PO,,23,830023,,,1725454655,1725460176,92.0167,19.3495,75.2,68.8,79.92,13.6102,21.4288,42.9329,-0.149136,1.67595,-2.32358,3.02336,38.2755,1.97811,16.0979,52.6997,-43.7275,23.0,0.0,0.9462,686.0,110689,141.613,129.561,2060.31,Clever
41,42,2024-09-04,WEDNESDAY,2401,,3,,23,748020,,,1725460248,1725463476,53.8,7.99704,68.4,65.2,79.92,9.17031,16.7458,40.1464,-0.0169992,1.70981,-1.86632,2.49907,19.783,2.47379,29.2504,27.5612,-25.5989,15.0,0.0,0.0,686.0,110689,128.807,122.781,2080.56,Clever
42,43,2024-09-04,WEDNESDAY,2401,,3,,23,560020,,,1725463540,1725466439,48.3167,10.7528,65.2,60.4,79.92,16.9697,23.6364,42.8163,-0.167313,1.9487,-2.34375,2.24017,26.5073,2.46515,31.2127,29.1205,-40.7374,11.0,0.0,0.0408,686.0,110689,122.781,113.742,2088.56,Clever
43,44,2024-09-04,WEDNESDAY,2401,,3,,23,382020,,,1725466491,1725470701,70.1667,11.2095,60.4,55.6,79.92,8.99493,18.8894,38.2629,-0.0507443,1.24622,-1.88517,2.33531,28.2036,2.51604,19.942,36.8045,-25.5337,22.0,0.0,0.0282,686.0,110689,113.742,104.703,2099.55,Clever
44,45,2024-09-04,WEDNESDAY,2401,,3,,23,41020,,,1725470761,1725474164,56.7167,10.7839,55.6,51.2,79.92,9.6286,16.2946,43.3795,-0.106508,1.43229,-1.5625,2.45089,25.3319,2.34905,31.2127,26.5177,-37.728,9.0,0.0,0.069,686.0,108093,104.703,96.4173,2110.76,Clever
45,46,2024-09-04,WEDNESDAY,2401,,3,,23,613020,,,1725474230,1725477936,61.7667,11.0045,51.2,46.8,80.5105,9.92274,17.464,36.1852,0.0367448,2.19163,-1.73611,2.50102,25.1111,2.2819,19.9832,35.8734,-24.6438,12.0,0.0,0.0159,686.0,108093,96.4173,81.3521,2121.93,Clever
46,47,2024-09-04,WEDNESDAY,2401,,3,,23,4020,,,1725477997,1725481066,51.15,10.7528,46.8,42.8,80.9541,12.7551,17.5932,39.9037,-0.0488603,1.77951,-1.64931,2.6882,22.3069,2.07451,31.2127,27.1146,-38.7316,15.0,0.0,0.0769,686.0,108093,88.1314,80.5988,2132.94,Clever
47,48,2024-09-04,WEDNESDAY,2401,,3,,23,468020,,,1725481126,1725485259,68.8833,11.166,42.8,38.4,80.4757,11.2037,20.0894,35.5735,0.0270456,1.54703,-1.93379,2.53773,24.0246,2.15158,20.0768,38.5397,-27.4037,15.0,0.0,0.0143,686.0,108093,80.5988,66.2869,2143.96,Clever
48,49,2024-09-04,WEDNESDAY,2401,,3,,23,636020,,,1725485330,1725486350,17.0,2.60665,38.4,37.2,80.8606,11.6378,21.8208,30.6219,0.0809062,1.20325,-0.859461,2.17221,5.76882,2.21312,31.2127,5.19665,-23.8203,4.0,0.0,0.1667,686.0,108093,72.313,70.0532,2155.12,Clever
49,50,2024-09-08,SUNDAY,2401,,PO,,23,782123,,,1725800161,1725805801,94.0,21.5802,87.6,81.6,74.959,15.0801,20.2801,43.3698,-0.150159,2.36352,-2.59522,3.5967,40.0588,1.85627,15.1018,60.6307,-61.6979,27.0,0.0,0.9263,686.0,110689,157.904,90.1276,2180.16,Clever
50,51,2024-09-08,SUNDAY,2401,,3,,23,51120,,,1725805831,1725808000,36.15,6.26963,81.2,79.6,74.445,12.8358,16.0448,35.0298,-0.0375814,1.44676,-1.27655,3.91852,11.8357,1.88779,12.7677,26.0602,-7.61513,9.0,0.0,0.1351,686.0,110689,146.367,136.994,2202.24,Clever
51,52,2024-09-08,SUNDAY,2401,,3,,23,270120,,,1725809500,1725811855,39.25,10.5819,79.6,76.4,78.8192,15.5261,19.8092,40.3309,0.0556729,1.4906,-1.93379,3.30685,19.6512,1.85705,27.1927,25.2205,-32.4108,12.0,0.0,0.0,686.0,110689,143.483,137.715,2208.76,Clever
52,53,2024-09-08,SUNDAY,2401,,3,,23,651120,,,1725811915,1725816299,73.0667,11.1754,76.4,72.4,85.0177,10.9001,20.5178,45.6708,0.0976042,2.19206,-0.945407,2.79385,23.8782,2.13668,20.0768,36.1745,-25.0385,17.0,0.0,0.0541,686.0,110689,137.715,124.016,2219.58,Clever
53,54,2024-09-08,SUNDAY,2401,,3,,23,714120,,,1725816357,1725819397,50.6667,10.8056,71.6,68.8,89.4096,13.9524,19.0683,38.8939,-0.162585,0.904225,-2.04248,3.85915,18.5078,1.71279,31.2127,26.8907,-38.1011,19.0,0.0,0.1154,686.0,108093,129.063,124.016,2230.76,Clever
54,55,2024-09-08,SUNDAY,2401,,3,,23,586120,,,1725819457,1725823543,68.1,11.0635,68.4,64.0,90.5486,12.8503,20.3117,35.8162,0.0678941,1.27655,-0.945407,2.51443,20.5203,1.85477,20.0768,36.5682,-25.4323,11.0,0.0,0.0308,686.0,108093,123.295,115.363,2241.88,Clever
55,56,2024-09-08,SUNDAY,2401,,3,,23,282120,,,1725823603,1725825404,30.0167,4.65718,65.2,63.6,91.866,9.96051,19.091,39.5153,-0.233547,0.482253,-2.3829,2.91074,7.46533,1.60297,31.2127,6.93043,-22.0453,9.0,0.0,0.2258,686.0,108093,117.526,114.642,2252.95,Clever
56,57,2024-09-08,SUNDAY,2402,,3,,23,699120,,,1725827087,1725830753,61.1,6.73877,97.2,94.4,89.8595,9.59241,20.436,32.6511,0.130236,2.36352,-1.02588,2.40671,20.4606,3.03625,15.3715,25.4811,-9.63982,11.0,0.0,0.2097,686.0,108093,121.587,115.583,2392.37,Clever
57,58,2024-09-08,SUNDAY,2402,,3,,23,597120,,,1725831419,1725833985,42.7667,10.1501,92.4,88.8,90.189,16.3773,20.3305,39.3017,-0.0814504,1.17988,-1.63258,2.81947,21.0227,2.07118,28.3426,22.8908,-31.6867,12.0,0.0,0.0,686.0,108093,115.583,111.08,2399.73,Clever
58,59,2024-09-08,SUNDAY,2402,,3,,23,407120,,,1725834039,1725838202,69.3833,11.0666,88.8,84.8,91.7943,15.6113,21.1507,38.6415,0.0302462,1.50406,-1.93379,2.76665,23.8061,2.15116,19.9195,35.1451,-23.8518,13.0,0.0,0.2429,686.0,108093,111.08,101.072,2410.21,Clever
59,60,2024-09-08,SUNDAY,2402,,3,,23,514120,,,1725838233,1725840777,42.4,10.7684,85.6,82.4,90.2581,16.0511,19.6756,40.2241,0.108303,1.47485,-1.46067,3.36513,20.821,1.93354,31.2127,25.2281,-36.4384,11.0,0.0,0.093,686.0,108093,107.077,103.074,2421.27,Clever
60,61,2024-09-08,SUNDAY,2402,,3,,23,608120,,,1725840834,1725844502,61.1333,11.2002,82.4,78.4,88.2675,11.532,21.204,38.3697,-0.113058,0.800634,-1.47485,2.80005,24.576,2.19425,19.942,37.5059,-26.2351,14.0,0.0,0.1774,686.0,108093,103.074,98.0703,2432.26,Clever
61,62,2024-09-08,SUNDAY,2402,,3,,23,712120,,,1725844538,1725845507,16.15,2.54762,78.4,77.6,86.27,13.3543,20.0314,43.661,0.000246067,1.65344,-1.55294,3.18451,5.92988,2.32761,31.2127,3.36585,-23.0214,4.0,0.0,0.1176,686.0,108093,98.0703,97.0696,2443.46,Clever
62,63,2024-09-08,SUNDAY,2402,,PI,,23,884124,,,1725845581,1725845684,1.71667,0.0,77.2,77.2,86.27,34.0201,34.0201,46.9621,0.515154,0.868056,0.162253,,0.0,,14.9962,0.0,0.0,0.0,0.0,0.0,686.0,108093,96.5692,96.5692,2447.44,Clever
63,64,2024-09-09,MONDAY,2402,,PO,,23,830023,,,1725886599,1725892196,93.2833,19.7161,100.0,92.4,74.7271,11.4908,19.8033,42.0396,-0.0258982,1.61697,-1.43311,2.59422,52.4448,2.66,15.6233,56.6678,-44.327,27.0,0.0,0.9468,686.0,110689,137.502,27.5004,2448.53,Clever
64,65,2024-09-09,MONDAY,2402,,3,,23,748020,,,1725892257,1725895802,59.0833,8.13064,92.0,88.4,76.3022,8.00936,14.1984,36.0978,0.0947142,3.71077,-3.56867,2.25851,20.1651,2.48013,23.5075,27.6168,-19.9116,13.0,0.0,0.1833,686.0,110689,126.502,121.552,2468.57,Clever
65,66,2024-09-09,MONDAY,2402,,3,,23,560020,,,1725895833,1725898435,43.3667,10.2682,87.6,84.4,79.7674,11.3409,18.7125,37.2337,-0.0429418,2.2864,-2.22307,3.20882,21.3502,2.07926,31.2127,23.4234,-35.0404,14.0,0.0,0.0909,686.0,110689,120.452,116.052,2476.7,Clever
66,67,2024-09-09,MONDAY,2402,,3,,23,382020,,,1725898476,1725902399,65.3833,11.166,84.4,80.4,83.8754,9.89376,17.7405,39.1561,0.151529,2.19005,-1.54703,2.7915,26.9771,2.416,20.2116,36.712,-25.7109,12.0,0.0,0.0606,686.0,110689,116.052,110.552,2487.22,Clever
67,68,2024-09-09,MONDAY,2402,,3,,23,41020,,,1725903238,1725906524,54.7667,10.1035,80.0,75.6,88.5522,10.9737,20.5756,43.8843,-0.160251,1.34844,-2.61259,2.29625,26.9784,2.6702,28.5807,26.9888,-35.9738,14.0,0.0,0.0,686.0,108093,110.002,103.952,2499.01,Clever
68,69,2024-09-09,MONDAY,2402,,3,,23,613020,,,1725906596,1725910201,60.0833,11.1567,75.6,71.2,89.7975,13.4605,19.171,45.2145,-0.0363264,1.95508,-1.71892,2.53561,26.7588,2.39845,20.0768,38.9375,-27.8016,13.0,0.0,0.1967,686.0,108093,103.952,92.9515,2509.39,Clever
69,70,2024-09-09,MONDAY,2402,,3,,23,4020,,,1725910231,1725913426,53.25,10.554,71.2,67.2,89.0147,8.83318,13.7067,43.2727,-0.20576,1.252,-1.82292,2.6385,26.8068,2.53997,31.2127,26.3967,-38.0607,11.0,0.0,0.0926,686.0,108093,97.9016,92.4015,2520.54,Clever
70,71,2024-09-09,MONDAY,2402,,3,,23,468020,,,1725913497,1725917520,67.05,11.1567,66.8,61.2,88.2745,10.7614,18.0638,35.0978,0.0350637,1.63784,-1.70207,1.99227,27.7906,2.49093,20.0768,35.8201,-24.6842,15.0,0.0,0.1765,686.0,108093,91.8515,80.3013,2531.56,Clever
71,72,2024-09-09,MONDAY,2402,,3,,23,636020,,,1725917571,1725920555,49.7333,9.66543,61.2,56.8,89.1006,14.4747,19.7382,38.4182,-0.111341,1.60127,-1.53186,2.19669,24.6422,2.54952,31.2127,21.2957,-31.8168,10.0,0.0,0.0588,686.0,108093,84.1514,78.1013,2542.72,Clever
72,73,2024-09-09,MONDAY,2402,,3,,23,519020,,,1725920626,1725924694,67.8,11.1816,56.4,51.6,90.9993,11.0607,17.5127,39.292,0.0675378,1.68554,-1.08507,2.3295,28.5661,2.55475,19.942,37.3153,-26.0445,18.0,0.0,0.1159,686.0,108093,77.5512,67.6511,2553.68,Clever
73,74,2024-09-09,MONDAY,2402,,3,,23,571020,,,1725924754,1725929145,73.1833,5.49913,52.0,50.0,91.9674,5.33343,24.6159,41.2629,0.0422161,1.55595,-0.644596,2.74956,12.6227,2.2954,31.2127,14.6033,-24.4296,7.0,0.0,0.4828,686.0,108093,71.5012,53.3509,2564.86,Clever
74,75,2024-09-09,MONDAY,2402,,3,,23,359020,,,1725929216,1725930894,27.9667,6.83508,50.0,47.2,89.5243,13.7662,18.5843,41.5251,0.0911681,1.98052,-2.2346,2.4411,15.1308,2.2137,17.3591,22.9075,-13.1749,10.0,0.0,0.0,686.0,108093,68.7511,64.901,2571.22,Clever
75,76,2024-09-09,MONDAY,2402,,3,,23,378020,,,1725930942,1725934476,58.9,11.0293,47.2,44.0,86.8261,12.1887,18.8053,39.0396,-0.0836536,0.547802,-1.57441,3.44666,18.5986,1.68629,31.2127,25.1108,-36.2467,13.0,0.0,0.0,686.0,108093,64.901,60.501,2578.45,Clever
76,77,2024-09-09,MONDAY,2402,,3,,23,697020,,,1725934536,1725936463,32.1167,6.87858,44.0,42.0,84.6044,13.1698,17.178,36.8745,0.115118,1.28141,-1.33216,3.43929,12.9026,1.87577,20.0768,15.6462,-20.3516,8.0,0.0,0.0606,686.0,108093,60.501,57.7509,2589.48,Clever
77,78,2024-09-09,MONDAY,2402,,PI,,23,902024,,,1725936534,1725936831,4.95,0.27651,41.6,41.6,83.26,6.22342,10.3724,22.8354,-0.145196,0.36507,-1.34549,,0.294277,1.06425,15.9853,0.0,-0.98915,0.0,0.0,0.0,686.0,108093,57.2009,57.2009,2597.24,Clever
78,79,2024-09-10,TUESDAY,2402,,PO,,23,830033,,,1725972944,1725978582,93.9667,18.7188,74.0,68.4,69.7781,12.73,19.2305,38.1949,-0.0212167,2.61259,-2.23335,3.34264,37.4233,1.99924,14.7233,55.6942,-45.3474,27.0,0.0,0.9368,686.0,110689,106.943,98.8496,2598.76,Clever
79,80,2024-09-10,TUESDAY,2402,,3,,23,748030,,,1725978653,1725982202,59.15,8.19899,68.0,63.6,70.7719,11.4153,16.7153,43.3503,-0.0377149,2.24905,-2.21354,1.86341,18.4892,2.25506,29.2168,25.6775,-23.6815,11.0,0.0,0.1667,686.0,110689,98.2716,91.9128,2618.18,Clever
80,81,2024-09-10,TUESDAY,2402,,3,,23,560030,,,1725982249,1725984653,40.0667,9.77727,63.6,60.4,73.2702,16.1719,22.7877,41.8746,0.168248,2.23335,-1.55913,3.0554,20.1846,2.06445,31.2127,23.0059,-34.18,9.0,0.0,0.0732,686.0,110689,91.9128,87.2883,2626.38,Clever
81,82,2024-09-10,TUESDAY,2402,,3,,23,382030,,,1725984714,1725989378,77.7333,11.6849,60.4,55.6,76.0738,8.97984,17.9597,41.5154,0.0846098,5.0981,-1.47406,2.43435,29.5985,2.53306,19.7978,35.7429,-24.328,14.0,0.0,0.1392,686.0,110689,87.2883,80.3515,2636.4,Clever
82,83,2024-09-10,TUESDAY,2402,,3,,23,41030,,,1725989451,1725992079,43.8,9.76795,55.6,52.4,79.45,15.6427,19.5534,47.2824,-0.180205,1.234,-1.85482,3.05249,20.5331,2.10209,31.2127,24.661,-35.0864,11.0,0.0,0.0889,686.0,108093,80.3515,75.7269,2648.09,Clever
83,84,2024-09-10,TUESDAY,2402,,3,,23,613030,,,1725992157,1725996602,74.0833,11.5482,52.0,47.6,76.146,10.653,17.2651,36.1366,-0.0092407,1.72807,-1.3063,2.62459,24.2559,2.10041,20.3671,37.4959,-26.6502,15.0,0.0,0.2,686.0,108093,75.1489,66.4778,2658.22,Clever
84,85,2024-09-10,TUESDAY,2402,,3,,23,4030,,,1725996656,1725999359,45.05,9.6095,47.6,43.6,76.7033,13.222,16.3071,43.1173,0.030163,1.5191,-1.5024,2.40237,20.7255,2.15677,31.2127,27.7959,-38.613,14.0,0.0,0.0435,686.0,108093,68.7901,63.0094,2669.77,Clever
